"ind","main.effect","mean","sd","sem","sp","jolyid"
"POPGRA02_SH","15",38.8,18.5256578830551,7.56306816047562,"POPGRA","Populus_grandidentata_QC_02"
"POPGRA02_SH","08",34.2,20.8374662567213,8.50685997690491,"POPGRA","Populus_grandidentata_QC_02"
"POPGRA02_SH","chill1",22,13.076696830622,6.53834841531101,"POPGRA","Populus_grandidentata_QC_02"
"POPGRA02_SH","chill2",21,4.69041575982343,2.34520787991171,"POPGRA","Populus_grandidentata_QC_02"
"POPGRA03_HF","15",28.6,15.4369686143362,6.30211604674705,"POPGRA","Populus_grandidentata_MA_03"
"POPGRA03_HF","08",25.4,10.876580344943,4.44034533191583,"POPGRA","Populus_grandidentata_MA_03"
"POPGRA03_HF","chill0",37.25,17.3661548229115,8.68307741145576,"POPGRA","Populus_grandidentata_MA_03"
"POPGRA03_HF","chill1",25.25,3.20156211871642,1.60078105935821,"POPGRA","Populus_grandidentata_MA_03"
"POPGRA03_HF","chill2",22.3333333333333,2.08166599946613,1.04083299973307,"POPGRA","Populus_grandidentata_MA_03"
"POPGRA03_HF","12",31.6666666666667,12.8478273130778,5.24510353673892,"POPGRA","Populus_grandidentata_MA_03"
"POPGRA03_HF","20",29,9.50789145920377,3.8815804341359,"POPGRA","Populus_grandidentata_MA_03"
"POPGRA04_SH","chill0",55.75,16.5403546918841,8.27017734594206,"POPGRA","Populus_grandidentata_QC_04"
"POPGRA04_SH","12",38.5,10.7238052947636,4.37797517885457,"POPGRA","Populus_grandidentata_QC_04"
"POPGRA04_SH","20",46.3333333333333,18.9296944860009,7.72801541291309,"POPGRA","Populus_grandidentata_QC_04"
"POPGRA04_SH","chill1",34,5.65685424949238,2.82842712474619,"POPGRA","Populus_grandidentata_QC_04"
"POPGRA04_SH","chill2",33.5,4.94974746830583,2.47487373415292,"POPGRA","Populus_grandidentata_QC_04"
"POPGRA04_SH","08",51,19.8997487421324,8.12403840463596,"POPGRA","Populus_grandidentata_QC_04"
"POPGRA04_SH","15",43.8,16.7092788593643,6.82153452921946,"POPGRA","Populus_grandidentata_QC_04"
"POPGRA05_HF","chill2",40.75,10.3400515794974,5.1700257897487,"POPGRA","Populus_grandidentata_MA_05"
"POPGRA05_HF","20",33.6666666666667,7.31209044437134,2.98514842363175,"POPGRA","Populus_grandidentata_MA_05"
"POPGRA05_HF","chill0",53.75,16.4595463687997,8.22977318439984,"POPGRA","Populus_grandidentata_MA_05"
"POPGRA05_HF","chill1",35.5,9.67815409397198,4.83907704698599,"POPGRA","Populus_grandidentata_MA_05"
"POPGRA05_HF","12",40.6666666666667,15.6546052861983,6.390965845977,"POPGRA","Populus_grandidentata_MA_05"
"POPGRA05_HF","15",53,12.0995867698033,4.93963561409139,"POPGRA","Populus_grandidentata_MA_05"
"POPGRA05_HF","08",46,12.7279220613579,5.19615242270663,"POPGRA","Populus_grandidentata_MA_05"
"POPGRA05_SH","chill1",16.25,4.7169905660283,2.35849528301415,"POPGRA","Populus_grandidentata_QC_05"
"POPGRA05_SH","chill2",NA,NA,NA,"POPGRA","Populus_grandidentata_QC_05"
"POPGRA05_SH","chill0",47.25,15.1299922890485,7.56499614452424,"POPGRA","Populus_grandidentata_QC_05"
"POPGRA05_SH","12",26.75,17.0171482138851,6.94722166688878,"POPGRA","Populus_grandidentata_QC_05"
"POPGRA05_SH","20",25.5,13.076696830622,5.33853912601566,"POPGRA","Populus_grandidentata_QC_05"
"POPGRA05_SH","08",36.75,23.1426734266664,9.44795686320005,"POPGRA","Populus_grandidentata_QC_05"
"POPGRA05_SH","15",38,24.8327740429189,10.137937550497,"POPGRA","Populus_grandidentata_QC_05"
"POPGRA06_HF","12",35.1666666666667,10.8704492394136,4.43784231856478,"POPGRA","Populus_grandidentata_MA_06"
"POPGRA06_HF","20",29.8333333333333,5.98052394583172,2.441538676964,"POPGRA","Populus_grandidentata_MA_06"
"POPGRA06_HF","08",40.2,17.1230838344032,6.99046970286451,"POPGRA","Populus_grandidentata_MA_06"
"POPGRA06_HF","chill0",48.75,15.3920975395385,7.69604876976924,"POPGRA","Populus_grandidentata_MA_06"
"POPGRA06_HF","chill1",26,3.46410161513775,1.73205080756888,"POPGRA","Populus_grandidentata_MA_06"
"POPGRA06_HF","chill2",34.75,7.41057802513857,3.70528901256928,"POPGRA","Populus_grandidentata_MA_06"
"POPGRA06_HF","15",46.6,14.8929513529052,6.08002192978501,"POPGRA","Populus_grandidentata_MA_06"
"POPGRA06_SH","12",29.2,16.9026625121606,6.9004830748772,"POPGRA","Populus_grandidentata_QC_06"
"POPGRA06_SH","08",38.75,20.9980157792746,8.57240404502209,"POPGRA","Populus_grandidentata_QC_06"
"POPGRA06_SH","20",26.8,12.1531888819355,4.96151858473458,"POPGRA","Populus_grandidentata_QC_06"
"POPGRA06_SH","chill0",50.25,13.6717470232106,6.83587351160528,"POPGRA","Populus_grandidentata_QC_06"
"POPGRA06_SH","chill1",21.5,3.1091263510296,1.5545631755148,"POPGRA","Populus_grandidentata_QC_06"
"POPGRA06_SH","15",41.75,22.9546654662329,9.37120293475947,"POPGRA","Populus_grandidentata_QC_06"
"POPGRA06_SH","chill2",14,NA,NA,"POPGRA","Populus_grandidentata_QC_06"
"POPGRA07_HF","12",33,22.6936114358204,9.26462807312486,"POPGRA","Populus_grandidentata_MA_07"
"POPGRA07_HF","08",30.2,12.4579292019179,5.08592829940284,"POPGRA","Populus_grandidentata_MA_07"
"POPGRA07_HF","15",37,18.3521115951271,7.49221818511269,"POPGRA","Populus_grandidentata_MA_07"
"POPGRA07_HF","20",23.5,13.8924439894498,5.67156650905785,"POPGRA","Populus_grandidentata_MA_07"
"POPGRA07_HF","chill0",31.75,28.2651139510646,14.1325569755323,"POPGRA","Populus_grandidentata_MA_07"
"POPGRA07_HF","chill1",30.5,9.4339811320566,4.7169905660283,"POPGRA","Populus_grandidentata_MA_07"
"POPGRA07_HF","chill2",33.5,4.94974746830583,2.47487373415292,"POPGRA","Populus_grandidentata_MA_07"
"POPGRA08_SH","chill0",30,11.7473401244707,5.87367006223537,"POPGRA","Populus_grandidentata_QC_08"
"POPGRA08_SH","chill1",14.25,1.5,0.75,"POPGRA","Populus_grandidentata_QC_08"
"POPGRA08_SH","chill2",23,0,0,"POPGRA","Populus_grandidentata_QC_08"
"POPGRA08_SH","08",20.2,8.5848704125339,3.50475866977076,"POPGRA","Populus_grandidentata_QC_08"
"POPGRA08_SH","12",24.4,12.0332871651931,4.91256891385081,"POPGRA","Populus_grandidentata_QC_08"
"POPGRA08_SH","20",24,11.0453610171873,4.5092497528229,"POPGRA","Populus_grandidentata_QC_08"
"POPGRA08_SH","15",21.1666666666667,10.3231132255084,4.2143933265787,"POPGRA","Populus_grandidentata_QC_08"
"PRUPEN02_SH","chill0",12.5,0.577350269189626,0.288675134594813,"PRUPEN","Prunus_pensylvanica_QC_02"
"PRUPEN02_SH","12",12.5,0.707106781186548,0.5,"PRUPEN","Prunus_pensylvanica_QC_02"
"PRUPEN02_SH","20",12.5,0.707106781186548,0.5,"PRUPEN","Prunus_pensylvanica_QC_02"
"PRUPEN02_SH","08",12.5,0.707106781186548,0.5,"PRUPEN","Prunus_pensylvanica_QC_02"
"PRUPEN02_SH","15",12.5,0.707106781186548,0.5,"PRUPEN","Prunus_pensylvanica_QC_02"
"PRUPEN03_SH","12",NA,NA,NA,"PRUPEN","Prunus_pensylvanica_QC_03"
"PRUPEN03_SH","chill0",29,NA,NA,"PRUPEN","Prunus_pensylvanica_QC_03"
"PRUPEN03_SH","20",29,NA,NA,"PRUPEN","Prunus_pensylvanica_QC_03"
"PRUPEN03_SH","08",29,NA,NA,"PRUPEN","Prunus_pensylvanica_QC_03"
"PRUPEN03_SH","15",NA,NA,NA,"PRUPEN","Prunus_pensylvanica_QC_03"
"PRUPEN04_HF","12",16.5,4.94974746830583,3.5,"PRUPEN","Prunus_pensylvanica_MA_04"
"PRUPEN04_HF","20",13,NA,NA,"PRUPEN","Prunus_pensylvanica_MA_04"
"PRUPEN04_HF","08",21,NA,NA,"PRUPEN","Prunus_pensylvanica_MA_04"
"PRUPEN04_HF","15",20.5,0.707106781186548,0.5,"PRUPEN","Prunus_pensylvanica_MA_04"
"PRUPEN04_HF","chill0",18,4.35889894354067,2.17944947177034,"PRUPEN","Prunus_pensylvanica_MA_04"
"PRUPEN04_SH","12",13,NA,NA,"PRUPEN","Prunus_pensylvanica_QC_04"
"PRUPEN04_SH","20",13,NA,NA,"PRUPEN","Prunus_pensylvanica_QC_04"
"PRUPEN04_SH","chill0",17,5.65685424949238,2.82842712474619,"PRUPEN","Prunus_pensylvanica_QC_04"
"PRUPEN04_SH","08",21,NA,NA,"PRUPEN","Prunus_pensylvanica_QC_04"
"PRUPEN04_SH","15",21,NA,NA,"PRUPEN","Prunus_pensylvanica_QC_04"
"PRUPEN05_HF","12",12.5,0.707106781186548,0.5,"PRUPEN","Prunus_pensylvanica_MA_05"
"PRUPEN05_HF","20",12.5,0.707106781186548,0.5,"PRUPEN","Prunus_pensylvanica_MA_05"
"PRUPEN05_HF","chill0",12.5,0.577350269189626,0.288675134594813,"PRUPEN","Prunus_pensylvanica_MA_05"
"PRUPEN05_HF","08",12.5,0.707106781186548,0.5,"PRUPEN","Prunus_pensylvanica_MA_05"
"PRUPEN05_HF","15",12.5,0.707106781186548,0.5,"PRUPEN","Prunus_pensylvanica_MA_05"
"PRUPEN06_HF","12",12.5,0.707106781186548,0.5,"PRUPEN","Prunus_pensylvanica_MA_06"
"PRUPEN06_HF","08",15.5,3.53553390593274,2.5,"PRUPEN","Prunus_pensylvanica_MA_06"
"PRUPEN06_HF","chill0",14,2.70801280154532,1.35400640077266,"PRUPEN","Prunus_pensylvanica_MA_06"
"PRUPEN06_HF","15",12.5,0.707106781186548,0.5,"PRUPEN","Prunus_pensylvanica_MA_06"
"PRUPEN06_HF","20",15.5,3.53553390593274,2.5,"PRUPEN","Prunus_pensylvanica_MA_06"
"PRUPEN06_SH","12",12.5,0.707106781186548,0.5,"PRUPEN","Prunus_pensylvanica_QC_06"
"PRUPEN06_SH","20",20,9.89949493661167,7,"PRUPEN","Prunus_pensylvanica_QC_06"
"PRUPEN06_SH","chill0",16.25,7.18215380880508,3.59107690440254,"PRUPEN","Prunus_pensylvanica_QC_06"
"PRUPEN06_SH","08",20,9.89949493661167,7,"PRUPEN","Prunus_pensylvanica_QC_06"
"PRUPEN06_SH","15",12.5,0.707106781186548,0.5,"PRUPEN","Prunus_pensylvanica_QC_06"
"PRUPEN07_HF","chill0",18,3.55902608401044,1.77951304200522,"PRUPEN","Prunus_pensylvanica_MA_07"
"PRUPEN07_HF","12",16.5,4.94974746830583,3.5,"PRUPEN","Prunus_pensylvanica_MA_07"
"PRUPEN07_HF","20",15.5,3.53553390593274,2.5,"PRUPEN","Prunus_pensylvanica_MA_07"
"PRUPEN07_HF","08",19.5,2.12132034355964,1.5,"PRUPEN","Prunus_pensylvanica_MA_07"
"PRUPEN07_HF","15",20.5,0.707106781186548,0.5,"PRUPEN","Prunus_pensylvanica_MA_07"
"PRUPEN09_HF","chill0",22.5,8.58292879305582,4.29146439652791,"PRUPEN","Prunus_pensylvanica_MA_09"
"PRUPEN09_HF","20",22.5,6.36396103067893,4.5,"PRUPEN","Prunus_pensylvanica_MA_09"
"PRUPEN09_HF","12",25,9.89949493661167,7,"PRUPEN","Prunus_pensylvanica_MA_09"
"PRUPEN09_HF","15",22.5,13.4350288425444,9.5,"PRUPEN","Prunus_pensylvanica_MA_09"
"PRUPEN09_HF","08",20,9.89949493661167,7,"PRUPEN","Prunus_pensylvanica_MA_09"
"PRUPEN09_SH","20",9.5,4.94974746830583,3.5,"PRUPEN","Prunus_pensylvanica_QC_09"
"PRUPEN09_SH","15",12.5,0.707106781186548,0.5,"PRUPEN","Prunus_pensylvanica_QC_09"
"PRUPEN09_SH","chill0",11,3.36650164612069,1.68325082306035,"PRUPEN","Prunus_pensylvanica_QC_09"
"PRUPEN09_SH","12",12.5,0.707106781186548,0.5,"PRUPEN","Prunus_pensylvanica_QC_09"
"PRUPEN09_SH","08",9.5,4.94974746830583,3.5,"PRUPEN","Prunus_pensylvanica_QC_09"
"PRUPEN12_HF","20",15.5,3.53553390593274,2.5,"PRUPEN","Prunus_pensylvanica_MA_12"
"PRUPEN12_HF","chill0",18,3.55902608401044,1.77951304200522,"PRUPEN","Prunus_pensylvanica_MA_12"
"PRUPEN12_HF","12",16.5,4.94974746830583,3.5,"PRUPEN","Prunus_pensylvanica_MA_12"
"PRUPEN12_HF","15",20.5,0.707106781186548,0.5,"PRUPEN","Prunus_pensylvanica_MA_12"
"PRUPEN12_HF","08",19.5,2.12132034355964,1.5,"PRUPEN","Prunus_pensylvanica_MA_12"
"PRUPEN13_HF","20",12.5,0.707106781186548,0.5,"PRUPEN","Prunus_pensylvanica_MA_13"
"PRUPEN13_HF","12",16.5,4.94974746830583,3.5,"PRUPEN","Prunus_pensylvanica_MA_13"
"PRUPEN13_HF","chill0",16.5,4.65474668125631,2.32737334062816,"PRUPEN","Prunus_pensylvanica_MA_13"
"PRUPEN13_HF","08",16.5,6.36396103067893,4.5,"PRUPEN","Prunus_pensylvanica_MA_13"
"PRUPEN13_HF","15",20.5,0.707106781186548,0.5,"PRUPEN","Prunus_pensylvanica_MA_13"
"QUERUB04_SH","15",34.8333333333333,18.0822196277633,7.38203525082646,"QUERUB","Quercus_rubra_QC_04"
"QUERUB04_SH","08",36,16.8166584076623,6.86537204624289,"QUERUB","Quercus_rubra_QC_04"
"QUERUB04_SH","chill0",47.5,13.7719521734091,6.88597608670453,"QUERUB","Quercus_rubra_QC_04"
"QUERUB04_SH","chill1",21.5,3.1091263510296,1.5545631755148,"QUERUB","Quercus_rubra_QC_04"
"QUERUB04_SH","chill2",26,5.35412613473634,2.67706306736817,"QUERUB","Quercus_rubra_QC_04"
"QUERUB04_SH","12",27.3333333333333,10.8566415924385,4.43220537029191,"QUERUB","Quercus_rubra_QC_04"
"QUERUB04_SH","20",28.5,9.73139250056229,3.97282435218741,"QUERUB","Quercus_rubra_QC_04"
"QUERUB05_SH","chill2",27.75,3.5939764421413,1.79698822107065,"QUERUB","Quercus_rubra_QC_05"
"QUERUB05_SH","12",30.5,10.5971694333912,4.32627630493785,"QUERUB","Quercus_rubra_QC_05"
"QUERUB05_SH","20",30.8333333333333,7.19490560512552,2.93730791334136,"QUERUB","Quercus_rubra_QC_05"
"QUERUB05_SH","chill1",23.25,0.957427107756338,0.478713553878169,"QUERUB","Quercus_rubra_QC_05"
"QUERUB05_SH","08",36,16.8166584076623,6.86537204624289,"QUERUB","Quercus_rubra_QC_05"
"QUERUB05_SH","15",35.6666666666667,18.6404577912311,7.60993502673388,"QUERUB","Quercus_rubra_QC_05"
"QUERUB05_SH","chill0",48.75,13.4505266315735,6.72526331578673,"QUERUB","Quercus_rubra_QC_05"
"QUERUB06_SH","chill2",31.25,4.19324854180304,2.09662427090152,"QUERUB","Quercus_rubra_QC_06"
"QUERUB06_SH","chill1",25,3.46410161513775,1.73205080756888,"QUERUB","Quercus_rubra_QC_06"
"QUERUB06_SH","20",33.5,12.3733584769859,5.05140244552606,"QUERUB","Quercus_rubra_QC_06"
"QUERUB06_SH","15",37.4,17.9108905417905,7.31209044437134,"QUERUB","Quercus_rubra_QC_06"
"QUERUB06_SH","chill0",54.3333333333333,14.5716619962629,7.28583099813146,"QUERUB","Quercus_rubra_QC_06"
"QUERUB06_SH","12",29.8,7.72657750883274,3.1543620591175,"QUERUB","Quercus_rubra_QC_06"
"QUERUB06_SH","08",39.8333333333333,17.7585660081738,7.24990421392663,"QUERUB","Quercus_rubra_QC_06"
"QUERUB07_SH","chill1",18.25,3.947573094109,1.9737865470545,"QUERUB","Quercus_rubra_QC_07"
"QUERUB07_SH","chill2",20.3333333333333,5.5075705472861,2.75378527364305,"QUERUB","Quercus_rubra_QC_07"
"QUERUB07_SH","20",27.6666666666667,14.2079789789634,5.80038312910832,"QUERUB","Quercus_rubra_QC_07"
"QUERUB07_SH","chill0",47,11.2694276695846,5.63471383479232,"QUERUB","Quercus_rubra_QC_07"
"QUERUB07_SH","12",31,20.5791156272567,8.40138877408571,"QUERUB","Quercus_rubra_QC_07"
"QUERUB07_SH","15",27.25,18.1544301296773,7.41151506478639,"QUERUB","Quercus_rubra_QC_07"
"QUERUB07_SH","08",24,6.74536878161602,2.75378527364305,"QUERUB","Quercus_rubra_QC_07"
"QUERUB08_SH","chill1",27,3.46410161513775,1.73205080756888,"QUERUB","Quercus_rubra_QC_08"
"QUERUB08_SH","chill2",31.5,12.8192563486863,6.40962817434314,"QUERUB","Quercus_rubra_QC_08"
"QUERUB08_SH","chill0",57.75,13.7204227340122,6.86021136700612,"QUERUB","Quercus_rubra_QC_08"
"QUERUB08_SH","12",35.3333333333333,18.4137629686783,7.51738725296969,"QUERUB","Quercus_rubra_QC_08"
"QUERUB08_SH","20",31.3333333333333,14.6651514368815,5.98702300350053,"QUERUB","Quercus_rubra_QC_08"
"QUERUB08_SH","08",42.1666666666667,17.1162690638663,6.98768758444292,"QUERUB","Quercus_rubra_QC_08"
"QUERUB08_SH","15",46.1666666666667,17.6908639321732,7.22226495713852,"QUERUB","Quercus_rubra_QC_08"
"QUERUB10_SH","chill0",46,24.589970855344,12.294985427672,"QUERUB","Quercus_rubra_QC_10"
"QUERUB10_SH","chill1",27,3.46410161513775,1.73205080756888,"QUERUB","Quercus_rubra_QC_10"
"QUERUB10_SH","12",36,15.8902485820707,6.48716681867619,"QUERUB","Quercus_rubra_QC_10"
"QUERUB10_SH","20",26.8,10.6630202100531,4.35315977193578,"QUERUB","Quercus_rubra_QC_10"
"QUERUB10_SH","chill2",28,4.35889894354067,2.17944947177034,"QUERUB","Quercus_rubra_QC_10"
"QUERUB10_SH","08",32.6666666666667,18.5867336201568,7.58800222573622,"QUERUB","Quercus_rubra_QC_10"
"QUERUB10_SH","15",40.3333333333333,19.0438091427809,7.7746025264604,"QUERUB","Quercus_rubra_QC_10"
"QUERUB16_HF","12",29,7.51664818918645,3.06865877325366,"QUERUB","Quercus_rubra_MA_16"
"QUERUB16_HF","08",36,16.8166584076623,6.86537204624289,"QUERUB","Quercus_rubra_MA_16"
"QUERUB16_HF","15",34.3333333333333,17.8512371186612,7.28773703635848,"QUERUB","Quercus_rubra_MA_16"
"QUERUB16_HF","20",31,6.12372435695795,2.5,"QUERUB","Quercus_rubra_MA_16"
"QUERUB16_HF","chill0",45.25,15.5214904782584,7.76074523912921,"QUERUB","Quercus_rubra_MA_16"
"QUERUB16_HF","chill1",23,1,0.5,"QUERUB","Quercus_rubra_MA_16"
"QUERUB16_HF","chill2",27.75,3.5939764421413,1.79698822107065,"QUERUB","Quercus_rubra_MA_16"
"QUERUB17_HF","chill0",49.5,12.7932273749303,6.39661368746516,"QUERUB","Quercus_rubra_MA_17"
"QUERUB17_HF","chill1",26.75,4.42530601578392,2.21265300789196,"QUERUB","Quercus_rubra_MA_17"
"QUERUB17_HF","chill2",27.75,3.5939764421413,1.79698822107065,"QUERUB","Quercus_rubra_MA_17"
"QUERUB17_HF","20",32.5,7.12039324756716,2.90688837074973,"QUERUB","Quercus_rubra_MA_17"
"QUERUB17_HF","08",37.1666666666667,15.9551454605299,6.51366085836358,"QUERUB","Quercus_rubra_MA_17"
"QUERUB17_HF","12",32.1666666666667,10.6097439491567,4.33140982950253,"QUERUB","Quercus_rubra_MA_17"
"QUERUB17_HF","15",36.8333333333333,17.8932016885371,7.30486900027038,"QUERUB","Quercus_rubra_MA_17"
"QUERUB20_HF","chill1",27,3.46410161513775,1.73205080756888,"QUERUB","Quercus_rubra_MA_20"
"QUERUB20_HF","12",34.1666666666667,8.88631907297204,3.62782457005726,"QUERUB","Quercus_rubra_MA_20"
"QUERUB20_HF","chill2",34.75,7.41057802513857,3.70528901256928,"QUERUB","Quercus_rubra_MA_20"
"QUERUB20_HF","chill0",52.75,12.3119183449751,6.15595917248753,"QUERUB","Quercus_rubra_MA_20"
"QUERUB20_HF","08",42.1666666666667,17.1162690638663,6.98768758444292,"QUERUB","Quercus_rubra_MA_20"
"QUERUB20_HF","20",33.5,12.3733584769859,5.05140244552606,"QUERUB","Quercus_rubra_MA_20"
"QUERUB20_HF","15",42.8333333333333,14.3166569654604,5.84475073130678,"QUERUB","Quercus_rubra_MA_20"
"QUERUB21_HF","chill0",43,10,5,"QUERUB","Quercus_rubra_MA_21"
"QUERUB21_HF","12",30.2,5.06951674225463,2.06962154350339,"QUERUB","Quercus_rubra_MA_21"
"QUERUB21_HF","chill1",32.6666666666667,10.2632028788938,5.13160143944688,"QUERUB","Quercus_rubra_MA_21"
"QUERUB21_HF","chill2",37.25,7.41057802513857,3.70528901256928,"QUERUB","Quercus_rubra_MA_21"
"QUERUB21_HF","08",45,4.63680924774785,1.89296944860009,"QUERUB","Quercus_rubra_MA_21"
"QUERUB21_HF","20",33.6,8.35463942968217,3.41076726460973,"QUERUB","Quercus_rubra_MA_21"
"QUERUB21_HF","15",41.6,8.61974477580398,3.51899606895679,"QUERUB","Quercus_rubra_MA_21"
"QUERUB23_HF","12",35.3333333333333,9.72967967955095,3.97212509593766,"QUERUB","Quercus_rubra_MA_23"
"QUERUB23_HF","20",35.3333333333333,11.6733314296591,4.76561760017641,"QUERUB","Quercus_rubra_MA_23"
"QUERUB23_HF","chill0",52.75,14.5459043491057,7.27295217455287,"QUERUB","Quercus_rubra_MA_23"
"QUERUB23_HF","08",46.1666666666667,14.8380142427033,6.05759394846208,"QUERUB","Quercus_rubra_MA_23"
"QUERUB23_HF","15",46.1666666666667,13.3628839202721,5.45537451611813,"QUERUB","Quercus_rubra_MA_23"
"QUERUB23_HF","chill1",32.25,8.42120339777319,4.21060169888659,"QUERUB","Quercus_rubra_MA_23"
"QUERUB23_HF","chill2",37.25,7.41057802513857,3.70528901256928,"QUERUB","Quercus_rubra_MA_23"
"SPIALB01_HF","12",15,4.24264068711928,3,"SPIALB","Spiraea_alba_MA_01"
"SPIALB01_HF","20",22,5.65685424949238,4,"SPIALB","Spiraea_alba_MA_01"
"SPIALB01_HF","08",23.5,3.53553390593274,2.5,"SPIALB","Spiraea_alba_MA_01"
"SPIALB01_HF","15",16.5,6.36396103067893,4.5,"SPIALB","Spiraea_alba_MA_01"
"SPIALB01_HF","chill0",19.25,5.85234995535981,2.92617497767991,"SPIALB","Spiraea_alba_MA_01"
"SPIALB03_HF","12",16.5,4.94974746830583,3.5,"SPIALB","Spiraea_alba_MA_03"
"SPIALB03_HF","20",12.5,0.707106781186548,0.5,"SPIALB","Spiraea_alba_MA_03"
"SPIALB03_HF","chill0",19.5,9.67815409397198,4.83907704698599,"SPIALB","Spiraea_alba_MA_03"
"SPIALB03_HF","08",22.5,14.8492424049175,10.5,"SPIALB","Spiraea_alba_MA_03"
"SPIALB03_HF","15",26.5,9.19238815542512,6.5,"SPIALB","Spiraea_alba_MA_03"
"SPIALB03_SH","08",47.5,28.9913780286484,20.5,"SPIALB","Spiraea_alba_QC_03"
"SPIALB03_SH","12",16.5,4.94974746830583,3.5,"SPIALB","Spiraea_alba_QC_03"
"SPIALB03_SH","chill0",32,24.6711707599511,12.3355853799756,"SPIALB","Spiraea_alba_QC_03"
"SPIALB03_SH","20",20,9.89949493661167,7,"SPIALB","Spiraea_alba_QC_03"
"SPIALB03_SH","15",44,33.9411254969543,24,"SPIALB","Spiraea_alba_QC_03"
"SPIALB04_HF","12",16.5,4.94974746830583,3.5,"SPIALB","Spiraea_alba_MA_04"
"SPIALB04_HF","20",12.5,0.707106781186548,0.5,"SPIALB","Spiraea_alba_MA_04"
"SPIALB04_HF","chill0",14.5,3.69684550213647,1.84842275106824,"SPIALB","Spiraea_alba_MA_04"
"SPIALB04_HF","08",12.5,0.707106781186548,0.5,"SPIALB","Spiraea_alba_MA_04"
"SPIALB04_HF","15",16.5,4.94974746830583,3.5,"SPIALB","Spiraea_alba_MA_04"
"SPIALB05_HF","12",18,NA,NA,"SPIALB","Spiraea_alba_MA_05"
"SPIALB05_HF","20",18,NA,NA,"SPIALB","Spiraea_alba_MA_05"
"SPIALB05_HF","chill0",15.5,3.53553390593274,1.76776695296637,"SPIALB","Spiraea_alba_MA_05"
"SPIALB05_HF","08",13,NA,NA,"SPIALB","Spiraea_alba_MA_05"
"SPIALB05_HF","15",13,NA,NA,"SPIALB","Spiraea_alba_MA_05"
"SPIALB06_HF","chill0",20,7.07106781186548,3.53553390593274,"SPIALB","Spiraea_alba_MA_06"
"SPIALB06_HF","12",23.5,7.77817459305202,5.5,"SPIALB","Spiraea_alba_MA_06"
"SPIALB06_HF","20",15,4.24264068711928,3,"SPIALB","Spiraea_alba_MA_06"
"SPIALB06_HF","08",16.5,6.36396103067893,4.5,"SPIALB","Spiraea_alba_MA_06"
"SPIALB06_HF","15",25,5.65685424949238,4,"SPIALB","Spiraea_alba_MA_06"
"SPIALB06_SH","chill0",16,5.65685424949238,2.82842712474619,"SPIALB","Spiraea_alba_QC_06"
"SPIALB06_SH","20",12,NA,NA,"SPIALB","Spiraea_alba_QC_06"
"SPIALB06_SH","12",20,NA,NA,"SPIALB","Spiraea_alba_QC_06"
"SPIALB06_SH","15",20,NA,NA,"SPIALB","Spiraea_alba_QC_06"
"SPIALB06_SH","08",12,NA,NA,"SPIALB","Spiraea_alba_QC_06"
"SPIALB07_SH","20",13,0,0,"SPIALB","Spiraea_alba_QC_07"
"SPIALB07_SH","15",20.5,0.707106781186548,0.5,"SPIALB","Spiraea_alba_QC_07"
"SPIALB07_SH","chill0",16.75,4.3493294502333,2.17466472511665,"SPIALB","Spiraea_alba_QC_07"
"SPIALB07_SH","12",16.5,4.94974746830583,3.5,"SPIALB","Spiraea_alba_QC_07"
"SPIALB07_SH","08",17,5.65685424949238,4,"SPIALB","Spiraea_alba_QC_07"
"SPIALB08_HF","12",NA,NA,NA,"SPIALB","Spiraea_alba_MA_08"
"SPIALB08_HF","15",NA,NA,NA,"SPIALB","Spiraea_alba_MA_08"
"SPIALB08_HF","20",NA,NA,NA,"SPIALB","Spiraea_alba_MA_08"
"SPIALB08_HF","chill0",NA,NA,NA,"SPIALB","Spiraea_alba_MA_08"
"SPIALB08_HF","08",NA,NA,NA,"SPIALB","Spiraea_alba_MA_08"
"VACMYR01_HF","chill0",10.75,3.20156211871642,1.60078105935821,"VACMYR","Vaccinium_myrtilloides_MA_01"
"VACMYR01_HF","08",12.5,0.707106781186548,0.5,"VACMYR","Vaccinium_myrtilloides_MA_01"
"VACMYR01_HF","15",12.5,0.707106781186548,0.5,"VACMYR","Vaccinium_myrtilloides_MA_01"
"VACMYR01_HF","20",9,4.24264068711928,3,"VACMYR","Vaccinium_myrtilloides_MA_01"
"VACMYR01_HF","12",9,4.24264068711928,3,"VACMYR","Vaccinium_myrtilloides_MA_01"
"VACMYR02_SH","20",12.5,0.707106781186548,0.5,"VACMYR","Vaccinium_myrtilloides_QC_02"
"VACMYR02_SH","12",16.5,4.94974746830583,3.5,"VACMYR","Vaccinium_myrtilloides_QC_02"
"VACMYR02_SH","08",12.5,0.707106781186548,0.5,"VACMYR","Vaccinium_myrtilloides_QC_02"
"VACMYR02_SH","chill0",14.5,3.69684550213647,1.84842275106824,"VACMYR","Vaccinium_myrtilloides_QC_02"
"VACMYR02_SH","15",16.5,4.94974746830583,3.5,"VACMYR","Vaccinium_myrtilloides_QC_02"
"VACMYR03_HF","08",12.5,0.707106781186548,0.5,"VACMYR","Vaccinium_myrtilloides_MA_03"
"VACMYR03_HF","20",12.5,0.707106781186548,0.5,"VACMYR","Vaccinium_myrtilloides_MA_03"
"VACMYR03_HF","12",12.5,0.707106781186548,0.5,"VACMYR","Vaccinium_myrtilloides_MA_03"
