"id","sp","rep","site","ind","treatcode","warm","photo","chill","gen","Term.fl","Lat.fl","Term.lf","Lat.lf","Comments","Observer","day","day.chill","dayuse","tleaf","lleaf","lday","fday","bday","nl","jolyname","newsite","idnumber","jolyid"
"FAGGRA09_HF_03","FAGGRA","9","HF","FAGGRA09_HF","WS2","20","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,56,0,"Fagus_grandifolia","MA","09","Fagus_grandifolia_MA_09"
"FAGGRA09_HF_04","FAGGRA","9","HF","FAGGRA09_HF","CS1","15","08","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,44,0,"Fagus_grandifolia","MA","09","Fagus_grandifolia_MA_09"
"FAGGRA09_HF_05","FAGGRA","9","HF","FAGGRA09_HF","CL0","15","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,54,1,"Fagus_grandifolia","MA","09","Fagus_grandifolia_MA_09"
"FAGGRA09_HF_06","FAGGRA","9","HF","FAGGRA09_HF","WL1","20","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,31,NA,31,1,"Fagus_grandifolia","MA","09","Fagus_grandifolia_MA_09"
"FAGGRA09_HF_07","FAGGRA","9","HF","FAGGRA09_HF","CS2","15","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,23,0,"Fagus_grandifolia","MA","09","Fagus_grandifolia_MA_09"
"FAGGRA09_HF_08","FAGGRA","9","HF","FAGGRA09_HF","CL2","15","12","chill2","FAG",NA,NA,"0","0","","EB",36,3,3,0,0,43,NA,30,1,"Fagus_grandifolia","MA","09","Fagus_grandifolia_MA_09"
"FAGGRA09_HF_09","FAGGRA","9","HF","FAGGRA09_HF","WS0","20","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,34,NA,34,1,"Fagus_grandifolia","MA","09","Fagus_grandifolia_MA_09"
"FAGGRA09_HF_11","FAGGRA","9","HF","FAGGRA09_HF","WL2","20","12","chill2","FAG",NA,NA,"1","0","","EB",36,3,3,1,0,NA,NA,27,0,"Fagus_grandifolia","MA","09","Fagus_grandifolia_MA_09"
"FAGGRA09_HF_12","FAGGRA","9","HF","FAGGRA09_HF","CL1","15","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,37,NA,22,1,"Fagus_grandifolia","MA","09","Fagus_grandifolia_MA_09"
"FAGGRA10_HF_01","FAGGRA","10","HF","FAGGRA10_HF","WS0","20","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,68,0,"Fagus_grandifolia","MA","10","Fagus_grandifolia_MA_10"
"FAGGRA10_HF_02","FAGGRA","10","HF","FAGGRA10_HF","CL0","15","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,48,NA,43,1,"Fagus_grandifolia","MA","10","Fagus_grandifolia_MA_10"
"FAGGRA10_HF_03","FAGGRA","10","HF","FAGGRA10_HF","WS2","20","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,50,0,"Fagus_grandifolia","MA","10","Fagus_grandifolia_MA_10"
"FAGGRA10_HF_04","FAGGRA","10","HF","FAGGRA10_HF","CS2","15","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,44,0,"Fagus_grandifolia","MA","10","Fagus_grandifolia_MA_10"
"FAGGRA10_HF_06","FAGGRA","10","HF","FAGGRA10_HF","CS0","15","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,82,NA,68,1,"Fagus_grandifolia","MA","10","Fagus_grandifolia_MA_10"
"FAGGRA10_HF_07","FAGGRA","10","HF","FAGGRA10_HF","WL1","20","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,NA,0,"Fagus_grandifolia","MA","10","Fagus_grandifolia_MA_10"
"FAGGRA10_HF_08","FAGGRA","10","HF","FAGGRA10_HF","WL2","20","12","chill2","FAG",NA,NA,"0","-","","EB",36,3,3,0,NA,36,NA,27,1,"Fagus_grandifolia","MA","10","Fagus_grandifolia_MA_10"
"FAGGRA10_HF_09","FAGGRA","10","HF","FAGGRA10_HF","CL1","15","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,51,0,"Fagus_grandifolia","MA","10","Fagus_grandifolia_MA_10"
"FAGGRA10_HF_10","FAGGRA","10","HF","FAGGRA10_HF","WL0","20","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,53,0,"Fagus_grandifolia","MA","10","Fagus_grandifolia_MA_10"
"FAGGRA10_HF_11","FAGGRA","10","HF","FAGGRA10_HF","CL2","15","12","chill2","FAG",NA,NA,"0","-","","EB",36,3,3,0,NA,43,NA,30,1,"Fagus_grandifolia","MA","10","Fagus_grandifolia_MA_10"
"FAGGRA10_HF_12","FAGGRA","10","HF","FAGGRA10_HF","CS1","15","08","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,52,NA,52,1,"Fagus_grandifolia","MA","10","Fagus_grandifolia_MA_10"
"FAGGRA11_HF_01","FAGGRA","11","HF","FAGGRA11_HF","CL2","15","12","chill2","FAG",NA,NA,"0","0","","EB",36,3,3,0,0,43,NA,30,1,"Fagus_grandifolia","MA","11","Fagus_grandifolia_MA_11"
"FAGGRA11_HF_02","FAGGRA","11","HF","FAGGRA11_HF","CL0","15","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,54,NA,48,1,"Fagus_grandifolia","MA","11","Fagus_grandifolia_MA_11"
"FAGGRA11_HF_03","FAGGRA","11","HF","FAGGRA11_HF","CS1","15","08","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,52,NA,44,1,"Fagus_grandifolia","MA","11","Fagus_grandifolia_MA_11"
"FAGGRA11_HF_04","FAGGRA","11","HF","FAGGRA11_HF","WS0","20","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,68,1,"Fagus_grandifolia","MA","11","Fagus_grandifolia_MA_11"
"FAGGRA11_HF_05","FAGGRA","11","HF","FAGGRA11_HF","WL0","20","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,NA,0,"Fagus_grandifolia","MA","11","Fagus_grandifolia_MA_11"
"FAGGRA11_HF_07","FAGGRA","11","HF","FAGGRA11_HF","CS0","15","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,75,NA,68,1,"Fagus_grandifolia","MA","11","Fagus_grandifolia_MA_11"
"FAGGRA11_HF_08","FAGGRA","11","HF","FAGGRA11_HF","WL2","20","12","chill2","FAG",NA,NA,"0","-","","EB",36,3,3,0,NA,27,NA,27,1,"Fagus_grandifolia","MA","11","Fagus_grandifolia_MA_11"
"FAGGRA11_HF_09","FAGGRA","11","HF","FAGGRA11_HF","WS2","20","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,NA,0,"Fagus_grandifolia","MA","11","Fagus_grandifolia_MA_11"
"FAGGRA11_HF_10","FAGGRA","11","HF","FAGGRA11_HF","WL1","20","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,31,NA,31,1,"Fagus_grandifolia","MA","11","Fagus_grandifolia_MA_11"
"FAGGRA11_HF_11","FAGGRA","11","HF","FAGGRA11_HF","CS2","15","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,44,0,"Fagus_grandifolia","MA","11","Fagus_grandifolia_MA_11"
"FAGGRA11_HF_12","FAGGRA","11","HF","FAGGRA11_HF","CL1","15","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,30,NA,30,1,"Fagus_grandifolia","MA","11","Fagus_grandifolia_MA_11"
"FAGGRA13_HF_01","FAGGRA","13","HF","FAGGRA13_HF","CS1","15","08","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,52,NA,30,1,"Fagus_grandifolia","MA","13","Fagus_grandifolia_MA_13"
"FAGGRA13_HF_03","FAGGRA","13","HF","FAGGRA13_HF","WS2","20","08","chill2","FAG",NA,NA,"1","1","looks swolling, v fat buds","TS",36,3,3,1,1,56,NA,41,1,"Fagus_grandifolia","MA","13","Fagus_grandifolia_MA_13"
"FAGGRA13_HF_04","FAGGRA","13","HF","FAGGRA13_HF","CL1","15","12","chill1","FAG",NA,NA,"1","1","","TS",36,3,3,1,1,43,NA,30,1,"Fagus_grandifolia","MA","13","Fagus_grandifolia_MA_13"
"FAGGRA13_HF_05","FAGGRA","13","HF","FAGGRA13_HF","WL1","20","12","chill1","FAG",NA,NA,"1","1","","TS",36,3,3,1,1,24,NA,24,1,"Fagus_grandifolia","MA","13","Fagus_grandifolia_MA_13"
"FAGGRA13_HF_06","FAGGRA","13","HF","FAGGRA13_HF","WL2","20","12","chill2","FAG",NA,NA,"1","0","","EB",36,3,3,1,0,27,NA,27,1,"Fagus_grandifolia","MA","13","Fagus_grandifolia_MA_13"
"FAGGRA13_HF_07","FAGGRA","13","HF","FAGGRA13_HF","CS0","15","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,42,1,"Fagus_grandifolia","MA","13","Fagus_grandifolia_MA_13"
"FAGGRA13_HF_08","FAGGRA","13","HF","FAGGRA13_HF","CL0","15","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,40,NA,32,1,"Fagus_grandifolia","MA","13","Fagus_grandifolia_MA_13"
"FAGGRA13_HF_09","FAGGRA","13","HF","FAGGRA13_HF","WL0","20","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,39,NA,26,1,"Fagus_grandifolia","MA","13","Fagus_grandifolia_MA_13"
"FAGGRA13_HF_10","FAGGRA","13","HF","FAGGRA13_HF","CS2","15","08","chill2","FAG",NA,NA,"1","-","","TS",36,3,3,1,NA,44,NA,44,1,"Fagus_grandifolia","MA","13","Fagus_grandifolia_MA_13"
"FAGGRA13_HF_11","FAGGRA","13","HF","FAGGRA13_HF","WS0","20","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,43,0,"Fagus_grandifolia","MA","13","Fagus_grandifolia_MA_13"
"FAGGRA13_HF_12","FAGGRA","13","HF","FAGGRA13_HF","CL2","15","12","chill2","FAG",NA,NA,"0","-","","EB",36,3,3,0,NA,43,NA,30,1,"Fagus_grandifolia","MA","13","Fagus_grandifolia_MA_13"
"FAGGRA14_HF_01","FAGGRA","14","HF","FAGGRA14_HF","CL2","15","12","chill2","FAG",NA,NA,"0","-","","EB",36,3,3,0,NA,50,NA,37,1,"Fagus_grandifolia","MA","14","Fagus_grandifolia_MA_14"
"FAGGRA14_HF_02","FAGGRA","14","HF","FAGGRA14_HF","CS1","15","08","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,NA,0,"Fagus_grandifolia","MA","14","Fagus_grandifolia_MA_14"
"FAGGRA14_HF_03","FAGGRA","14","HF","FAGGRA14_HF","WS0","20","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,29,NA,29,1,"Fagus_grandifolia","MA","14","Fagus_grandifolia_MA_14"
"FAGGRA14_HF_04","FAGGRA","14","HF","FAGGRA14_HF","CS2","15","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,NA,0,"Fagus_grandifolia","MA","14","Fagus_grandifolia_MA_14"
"FAGGRA14_HF_05","FAGGRA","14","HF","FAGGRA14_HF","WL1","20","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,45,NA,38,1,"Fagus_grandifolia","MA","14","Fagus_grandifolia_MA_14"
"FAGGRA14_HF_06","FAGGRA","14","HF","FAGGRA14_HF","CL0","15","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,61,NA,48,1,"Fagus_grandifolia","MA","14","Fagus_grandifolia_MA_14"
"FAGGRA14_HF_07","FAGGRA","14","HF","FAGGRA14_HF","WL0","20","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,47,NA,39,1,"Fagus_grandifolia","MA","14","Fagus_grandifolia_MA_14"
"FAGGRA14_HF_08","FAGGRA","14","HF","FAGGRA14_HF","CL1","15","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,43,0,"Fagus_grandifolia","MA","14","Fagus_grandifolia_MA_14"
"FAGGRA14_HF_09","FAGGRA","14","HF","FAGGRA14_HF","WL2","20","12","chill2","FAG",NA,NA,"0","-","","EB",36,3,3,0,NA,NA,NA,27,0,"Fagus_grandifolia","MA","14","Fagus_grandifolia_MA_14"
"FAGGRA14_HF_10","FAGGRA","14","HF","FAGGRA14_HF","WS2","20","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,NA,0,"Fagus_grandifolia","MA","14","Fagus_grandifolia_MA_14"
"FAGGRA14_HF_11","FAGGRA","14","HF","FAGGRA14_HF","CS0","15","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,82,NA,68,1,"Fagus_grandifolia","MA","14","Fagus_grandifolia_MA_14"
"LONCAN01_HF_01","LONCAN","1","HF","LONCAN01_HF","CL0","15","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,0,0,29,NA,12,1,"Lonicera_canadensis","MA","01","Lonicera_canadensis_MA_01"
"LONCAN01_HF_02","LONCAN","1","HF","LONCAN01_HF","CS0","15","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,0,0,33,NA,13,1,"Lonicera_canadensis","MA","01","Lonicera_canadensis_MA_01"
"LONCAN01_HF_03","LONCAN","1","HF","LONCAN01_HF","WL0","20","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,0,0,18,NA,13,1,"Lonicera_canadensis","MA","01","Lonicera_canadensis_MA_01"
"LONCAN01_HF_04","LONCAN","1","HF","LONCAN01_HF","WS0","20","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,0,0,26,NA,13,1,"Lonicera_canadensis","MA","01","Lonicera_canadensis_MA_01"
"LONCAN01_SH_01","LONCAN","1","SH","LONCAN01_SH","WS0","20","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,0,0,18,34,12,1,"Lonicera_canadensis","QC","01","Lonicera_canadensis_QC_01"
"LONCAN01_SH_02","LONCAN","1","SH","LONCAN01_SH","CL0","15","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,0,0,20,NA,20,1,"Lonicera_canadensis","QC","01","Lonicera_canadensis_QC_01"
"LONCAN01_SH_03","LONCAN","1","SH","LONCAN01_SH","WL0","20","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,0,0,18,NA,13,1,"Lonicera_canadensis","QC","01","Lonicera_canadensis_QC_01"
"LONCAN01_SH_04","LONCAN","1","SH","LONCAN01_SH","CS0","15","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,0,0,33,NA,13,1,"Lonicera_canadensis","QC","01","Lonicera_canadensis_QC_01"
"LONCAN02_HF_01","LONCAN","2","HF","LONCAN02_HF","CL0","15","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,0,0,29,NA,20,1,"Lonicera_canadensis","MA","02","Lonicera_canadensis_MA_02"
"LONCAN02_HF_02","LONCAN","2","HF","LONCAN02_HF","WL0","20","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,0,0,33,NA,26,1,"Lonicera_canadensis","MA","02","Lonicera_canadensis_MA_02"
"LONCAN02_HF_03","LONCAN","2","HF","LONCAN02_HF","WS0","20","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,0,0,27,NA,18,1,"Lonicera_canadensis","MA","02","Lonicera_canadensis_MA_02"
"LONCAN02_HF_04","LONCAN","2","HF","LONCAN02_HF","CS0","15","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,0,0,33,47,13,1,"Lonicera_canadensis","MA","02","Lonicera_canadensis_MA_02"
"LONCAN04_HF_01","LONCAN","4","HF","LONCAN04_HF","WL0","20","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,0,0,13,NA,13,1,"Lonicera_canadensis","MA","04","Lonicera_canadensis_MA_04"
"LONCAN04_HF_02","LONCAN","4","HF","LONCAN04_HF","CS0","15","08","chill0","LON",NA,NA,"0","0","Short; does not reach to top of beaker","",1,-32,1,0,0,33,NA,21,1,"Lonicera_canadensis","MA","04","Lonicera_canadensis_MA_04"
"LONCAN04_HF_03","LONCAN","4","HF","LONCAN04_HF","WS0","20","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,0,0,18,NA,12,1,"Lonicera_canadensis","MA","04","Lonicera_canadensis_MA_04"
"LONCAN04_HF_04","LONCAN","4","HF","LONCAN04_HF","CL0","15","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,0,0,20,NA,20,1,"Lonicera_canadensis","MA","04","Lonicera_canadensis_MA_04"
"LONCAN05_HF_01","LONCAN","5","HF","LONCAN05_HF","CL0","15","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,0,0,29,34,20,1,"Lonicera_canadensis","MA","05","Lonicera_canadensis_MA_05"
"LONCAN05_HF_02","LONCAN","5","HF","LONCAN05_HF","WS0","20","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,0,0,27,27,12,1,"Lonicera_canadensis","MA","05","Lonicera_canadensis_MA_05"
"LONCAN05_HF_03","LONCAN","5","HF","LONCAN05_HF","WL0","20","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,0,0,26,NA,13,1,"Lonicera_canadensis","MA","05","Lonicera_canadensis_MA_05"
"LONCAN05_HF_04","LONCAN","5","HF","LONCAN05_HF","CS0","15","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,0,0,39,33,21,1,"Lonicera_canadensis","MA","05","Lonicera_canadensis_MA_05"
"LONCAN07_HF_01","LONCAN","7","HF","LONCAN07_HF","WL0","20","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,0,0,13,NA,13,1,"Lonicera_canadensis","MA","07","Lonicera_canadensis_MA_07"
"LONCAN07_HF_02","LONCAN","7","HF","LONCAN07_HF","CS0","15","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,53,1,"Lonicera_canadensis","MA","07","Lonicera_canadensis_MA_07"
"LONCAN07_HF_03","LONCAN","7","HF","LONCAN07_HF","CL0","15","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,0,0,20,NA,12,1,"Lonicera_canadensis","MA","07","Lonicera_canadensis_MA_07"
"LONCAN07_HF_04","LONCAN","7","HF","LONCAN07_HF","WS0","20","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,0,0,27,34,6,1,"Lonicera_canadensis","MA","07","Lonicera_canadensis_MA_07"
"POPGRA01_SH_01","POPGRA","1","SH","POPGRA01_SH","CS1","15","08","chill1","POP",NA,NA,"0","0","","TS",36,3,3,0,0,44,NA,15,1,"Populus_grandidentata","QC","01","Populus_grandidentata_QC_01"
"POPGRA01_SH_02","POPGRA","1","SH","POPGRA01_SH","WL1","20","12","chill1","POP",NA,NA,"1","-","no lat buds","TS",36,3,3,1,NA,24,NA,13,1,"Populus_grandidentata","QC","01","Populus_grandidentata_QC_01"
"POPGRA01_SH_03","POPGRA","1","SH","POPGRA01_SH","CL0","15","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,48,1,"Populus_grandidentata","QC","01","Populus_grandidentata_QC_01"
"POPGRA01_SH_04","POPGRA","1","SH","POPGRA01_SH","WL2","20","12","chill2","POP",NA,NA,"0","0","","EB",36,3,3,0,0,27,14,20,1,"Populus_grandidentata","QC","01","Populus_grandidentata_QC_01"
"POPGRA01_SH_05","POPGRA","1","SH","POPGRA01_SH","WS0","20","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,56,NA,34,1,"Populus_grandidentata","QC","01","Populus_grandidentata_QC_01"
"POPGRA01_SH_06","POPGRA","1","SH","POPGRA01_SH","CS2","15","08","chill2","POP",NA,NA,"1","-","","TS",36,3,3,1,NA,52,NA,23,1,"Populus_grandidentata","QC","01","Populus_grandidentata_QC_01"
"POPGRA01_SH_07","POPGRA","1","SH","POPGRA01_SH","WS2","20","08","chill2","POP",NA,NA,"0","0","","TS",36,3,3,0,0,31,NA,24,1,"Populus_grandidentata","QC","01","Populus_grandidentata_QC_01"
"POPGRA01_SH_08","POPGRA","1","SH","POPGRA01_SH","CS0","15","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,75,NA,53,1,"Populus_grandidentata","QC","01","Populus_grandidentata_QC_01"
"POPGRA01_SH_09","POPGRA","1","SH","POPGRA01_SH","CL2","15","12","chill2","POP",NA,NA,"0","0","","EB",36,3,3,0,0,37,NA,23,1,"Populus_grandidentata","QC","01","Populus_grandidentata_QC_01"
"POPGRA01_SH_11","POPGRA","1","SH","POPGRA01_SH","CL1","15","12","chill1","POP",NA,NA,"1","1","","TS",36,3,3,1,1,NA,NA,NA,0,"Populus_grandidentata","QC","01","Populus_grandidentata_QC_01"
"POPGRA01_SH_12","POPGRA","1","SH","POPGRA01_SH","WL0","20","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,47,NA,33,1,"Populus_grandidentata","QC","01","Populus_grandidentata_QC_01"
"POPGRA02_HF_01","POPGRA","2","HF","POPGRA02_HF","CL1","15","12","chill1","POP",NA,NA,"0","0","","TS",36,3,3,0,0,30,NA,17,1,"Populus_grandidentata","MA","02","Populus_grandidentata_MA_02"
"POPGRA02_HF_02","POPGRA","2","HF","POPGRA02_HF","CS1","15","08","chill1","POP",NA,NA,"0","0","","TS",36,3,3,0,0,44,NA,9,1,"Populus_grandidentata","MA","02","Populus_grandidentata_MA_02"
"POPGRA02_HF_03","POPGRA","2","HF","POPGRA02_HF","CL2","15","12","chill2","POP",NA,NA,"-","-","missing","EB",36,3,3,NA,NA,NA,NA,NA,0,"Populus_grandidentata","MA","02","Populus_grandidentata_MA_02"
"POPGRA02_HF_04","POPGRA","2","HF","POPGRA02_HF","WL2","20","12","chill2","POP",NA,NA,"0","0","","EB",36,3,3,0,0,27,NA,14,1,"Populus_grandidentata","MA","02","Populus_grandidentata_MA_02"
"POPGRA02_HF_05","POPGRA","2","HF","POPGRA02_HF","WS2","20","08","chill2","POP",NA,NA,"-","-","missing","TS",36,3,3,NA,NA,NA,NA,NA,0,"Populus_grandidentata","MA","02","Populus_grandidentata_MA_02"
"POPGRA02_HF_06","POPGRA","2","HF","POPGRA02_HF","CS0","15","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,42,1,"Populus_grandidentata","MA","02","Populus_grandidentata_MA_02"
"POPGRA02_HF_07","POPGRA","2","HF","POPGRA02_HF","WL0","20","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,33,NA,33,1,"Populus_grandidentata","MA","02","Populus_grandidentata_MA_02"
"POPGRA02_HF_08","POPGRA","2","HF","POPGRA02_HF","CS2","15","08","chill2","POP",NA,NA,"-","-","missing","TS",36,3,3,NA,NA,NA,NA,NA,0,"Populus_grandidentata","MA","02","Populus_grandidentata_MA_02"
"POPGRA02_HF_09","POPGRA","2","HF","POPGRA02_HF","WS0","20","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,40,NA,34,1,"Populus_grandidentata","MA","02","Populus_grandidentata_MA_02"
"POPGRA02_HF_11","POPGRA","2","HF","POPGRA02_HF","WL1","20","12","chill1","POP",NA,NA,"0","0","","TS",36,3,3,0,0,17,NA,8,1,"Populus_grandidentata","MA","02","Populus_grandidentata_MA_02"
"POPGRA02_HF_12","POPGRA","2","HF","POPGRA02_HF","CL0","15","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,54,NA,34,1,"Populus_grandidentata","MA","02","Populus_grandidentata_MA_02"
"POPGRA02_SH_01","POPGRA","2","SH","POPGRA02_SH","CL0","15","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,61,NA,43,1,"Populus_grandidentata","QC","02","Populus_grandidentata_QC_02"
"POPGRA02_SH_03","POPGRA","2","SH","POPGRA02_SH","WL1","20","12","chill1","POP",NA,NA,"0","0","","TS",36,3,3,0,0,24,NA,13,1,"Populus_grandidentata","QC","02","Populus_grandidentata_QC_02"
"POPGRA02_SH_04","POPGRA","2","SH","POPGRA02_SH","WS0","20","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,56,NA,40,1,"Populus_grandidentata","QC","02","Populus_grandidentata_QC_02"
"POPGRA02_SH_05","POPGRA","2","SH","POPGRA02_SH","CS2","15","08","chill2","POP",NA,NA,"0","0","","TS",36,3,3,0,0,44,NA,23,1,"Populus_grandidentata","QC","02","Populus_grandidentata_QC_02"
"POPGRA02_SH_06","POPGRA","2","SH","POPGRA02_SH","CL1","15","12","chill1","POP",NA,NA,"0","0","","TS",36,3,3,0,0,51,NA,37,1,"Populus_grandidentata","QC","02","Populus_grandidentata_QC_02"
"POPGRA02_SH_07","POPGRA","2","SH","POPGRA02_SH","CL2","15","12","chill2","POP",NA,NA,"0","0","","EB",36,3,3,0,0,37,NA,23,1,"Populus_grandidentata","QC","02","Populus_grandidentata_QC_02"
"POPGRA02_SH_08","POPGRA","2","SH","POPGRA02_SH","WS2","20","08","chill2","POP",NA,NA,"0","0","","TS",36,3,3,0,0,31,NA,24,1,"Populus_grandidentata","QC","02","Populus_grandidentata_QC_02"
"POPGRA02_SH_09","POPGRA","2","SH","POPGRA02_SH","CS1","15","08","chill1","POP",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,NA,0,"Populus_grandidentata","QC","02","Populus_grandidentata_QC_02"
"POPGRA02_SH_10","POPGRA","2","SH","POPGRA02_SH","CS0","15","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,75,NA,68,1,"Populus_grandidentata","QC","02","Populus_grandidentata_QC_02"
"POPGRA02_SH_11","POPGRA","2","SH","POPGRA02_SH","WL0","20","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,42,NA,33,1,"Populus_grandidentata","QC","02","Populus_grandidentata_QC_02"
"POPGRA02_SH_12","POPGRA","2","SH","POPGRA02_SH","WL2","20","12","chill2","POP",NA,NA,"0","0","","EB",36,3,3,0,0,27,NA,14,1,"Populus_grandidentata","QC","02","Populus_grandidentata_QC_02"
"POPGRA03_HF_01","POPGRA","3","HF","POPGRA03_HF","WL0","20","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,47,NA,39,1,"Populus_grandidentata","MA","03","Populus_grandidentata_MA_03"
"POPGRA03_HF_02","POPGRA","3","HF","POPGRA03_HF","CL2","15","12","chill2","POP",NA,NA,"0","0","","EB",36,3,3,0,0,43,NA,23,1,"Populus_grandidentata","MA","03","Populus_grandidentata_MA_03"
"POPGRA03_HF_03","POPGRA","3","HF","POPGRA03_HF","CL0","15","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,54,1,"Populus_grandidentata","MA","03","Populus_grandidentata_MA_03"
"POPGRA03_HF_04","POPGRA","3","HF","POPGRA03_HF","CS0","15","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,68,33,13,1,"Populus_grandidentata","MA","03","Populus_grandidentata_MA_03"
"POPGRA03_HF_05","POPGRA","3","HF","POPGRA03_HF","WS0","20","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,56,NA,43,1,"Populus_grandidentata","MA","03","Populus_grandidentata_MA_03"
"POPGRA03_HF_06","POPGRA","3","HF","POPGRA03_HF","WL2","20","12","chill2","POP",NA,18,"0","0","","EB",36,3,3,0,0,27,20,20,1,"Populus_grandidentata","MA","03","Populus_grandidentata_MA_03"
"POPGRA03_HF_07","POPGRA","3","HF","POPGRA03_HF","CS2","15","08","chill2","POP",18,18,"0","0","","TS",36,3,3,0,0,NA,3,NA,0,"Populus_grandidentata","MA","03","Populus_grandidentata_MA_03"
