"id","sp","rep","site","ind","treatcode","warm","photo","chill","gen","Term.fl","Lat.fl","Term.lf","Lat.lf","Comments","Observer","day","day.chill","dayuse","tleaf","lleaf","lday","fday","bday","nl","jolyname","newsite","idnumber","jolyid"
"ALNINC01_HF_03","ALNINC","1","HF","ALNINC01_HF","CL0","15","12","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,54,NA,40,1,"Alnus_incana","MA","01","Alnus_incana_MA_01"
"ALNINC01_HF_04","ALNINC","1","HF","ALNINC01_HF","CS0","15","08","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,68,0,"Alnus_incana","MA","01","Alnus_incana_MA_01"
"ALNINC01_SH_01","ALNINC","1","SH","ALNINC01_SH","WL0","20","12","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,6,33,6,1,"Alnus_incana","QC","01","Alnus_incana_QC_01"
"ALNINC01_SH_02","ALNINC","1","SH","ALNINC01_SH","CL0","15","12","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,34,NA,20,1,"Alnus_incana","QC","01","Alnus_incana_QC_01"
"ALNINC01_SH_03","ALNINC","1","SH","ALNINC01_SH","CS0","15","08","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,47,NA,33,1,"Alnus_incana","QC","01","Alnus_incana_QC_01"
"ALNINC01_SH_04","ALNINC","1","SH","ALNINC01_SH","WS0","20","08","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,34,NA,26,1,"Alnus_incana","QC","01","Alnus_incana_QC_01"
"ALNINC02_HF_01","ALNINC","2","HF","ALNINC02_HF","WS0","20","08","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,43,NA,34,1,"Alnus_incana","MA","02","Alnus_incana_MA_02"
"ALNINC02_HF_02","ALNINC","2","HF","ALNINC02_HF","CL0","15","12","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,61,NA,48,1,"Alnus_incana","MA","02","Alnus_incana_MA_02"
"ALNINC02_HF_03","ALNINC","2","HF","ALNINC02_HF","WL0","20","12","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,39,NA,33,1,"Alnus_incana","MA","02","Alnus_incana_MA_02"
"ALNINC02_HF_04","ALNINC","2","HF","ALNINC02_HF","CS0","15","08","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,NA,33,42,0,"Alnus_incana","MA","02","Alnus_incana_MA_02"
"ALNINC04_HF_01","ALNINC","4","HF","ALNINC04_HF","WS0","20","08","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,34,NA,34,1,"Alnus_incana","MA","04","Alnus_incana_MA_04"
"ALNINC04_HF_02","ALNINC","4","HF","ALNINC04_HF","WL0","20","12","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,6,NA,6,1,"Alnus_incana","MA","04","Alnus_incana_MA_04"
"ALNINC04_HF_03","ALNINC","4","HF","ALNINC04_HF","CS0","15","08","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,39,NA,33,1,"Alnus_incana","MA","04","Alnus_incana_MA_04"
"ALNINC04_HF_04","ALNINC","4","HF","ALNINC04_HF","CL0","15","12","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,34,NA,29,1,"Alnus_incana","MA","04","Alnus_incana_MA_04"
"ALNINC04_SH_01","ALNINC","4","SH","ALNINC04_SH","CL0","15","12","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,61,32,40,1,"Alnus_incana","QC","04","Alnus_incana_QC_04"
"ALNINC04_SH_02","ALNINC","4","SH","ALNINC04_SH","WL0","20","12","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,33,29,29,1,"Alnus_incana","QC","04","Alnus_incana_QC_04"
"ALNINC04_SH_03","ALNINC","4","SH","ALNINC04_SH","CS0","15","08","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,39,1,"Alnus_incana","QC","04","Alnus_incana_QC_04"
"ALNINC04_SH_04","ALNINC","4","SH","ALNINC04_SH","WS0","20","08","chill0","ALN",NA,NA,"0","0","Missing","",1,-32,1,0,0,NA,NA,NA,0,"Alnus_incana","QC","04","Alnus_incana_QC_04"
"ALNINC05_HF_01","ALNINC","5","HF","ALNINC05_HF","CL0","15","12","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,54,NA,34,1,"Alnus_incana","MA","05","Alnus_incana_MA_05"
"ALNINC05_HF_02","ALNINC","5","HF","ALNINC05_HF","WS0","20","08","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,56,NA,34,1,"Alnus_incana","MA","05","Alnus_incana_MA_05"
"ALNINC05_HF_03","ALNINC","5","HF","ALNINC05_HF","WL0","20","12","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,47,NA,13,1,"Alnus_incana","MA","05","Alnus_incana_MA_05"
"ALNINC05_HF_04","ALNINC","5","HF","ALNINC05_HF","CS0","15","08","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,75,NA,13,1,"Alnus_incana","MA","05","Alnus_incana_MA_05"
"ALNINC05_SH_01","ALNINC","5","SH","ALNINC05_SH","CS0","15","08","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,68,33,42,1,"Alnus_incana","QC","05","Alnus_incana_QC_05"
"ALNINC05_SH_02","ALNINC","5","SH","ALNINC05_SH","WS0","20","08","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,34,NA,27,1,"Alnus_incana","QC","05","Alnus_incana_QC_05"
"ALNINC05_SH_03","ALNINC","5","SH","ALNINC05_SH","WL0","20","12","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,47,NA,33,1,"Alnus_incana","QC","05","Alnus_incana_QC_05"
"ALNINC05_SH_04","ALNINC","5","SH","ALNINC05_SH","CL0","15","12","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,40,NA,12,1,"Alnus_incana","QC","05","Alnus_incana_QC_05"
"ALNINC06_SH_01","ALNINC","6","SH","ALNINC06_SH","CL0","15","12","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,40,NA,20,1,"Alnus_incana","QC","06","Alnus_incana_QC_06"
"ALNINC06_SH_02","ALNINC","6","SH","ALNINC06_SH","CS0","15","08","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,13,1,"Alnus_incana","QC","06","Alnus_incana_QC_06"
"ALNINC06_SH_03","ALNINC","6","SH","ALNINC06_SH","WL0","20","12","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,33,NA,13,1,"Alnus_incana","QC","06","Alnus_incana_QC_06"
"ALNINC06_SH_04","ALNINC","6","SH","ALNINC06_SH","WS0","20","08","chill0","ALN",NA,NA,"0","0","Extra ALNINC","",1,-32,1,0,0,56,NA,29,1,"Alnus_incana","QC","06","Alnus_incana_QC_06"
"ALNINC07_SH_01","ALNINC","7","SH","ALNINC07_SH","WL0","20","12","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,39,NA,18,1,"Alnus_incana","QC","07","Alnus_incana_QC_07"
"ALNINC07_SH_02","ALNINC","7","SH","ALNINC07_SH","CL0","15","12","chill0","ALN",NA,NA,"0","0","Terminal buds slightly peeling off, possibly sick","",1,-32,1,0,0,40,NA,34,1,"Alnus_incana","QC","07","Alnus_incana_QC_07"
"ALNINC07_SH_03","ALNINC","7","SH","ALNINC07_SH","CS0","15","08","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,53,NA,33,1,"Alnus_incana","QC","07","Alnus_incana_QC_07"
"ALNINC07_SH_04","ALNINC","7","SH","ALNINC07_SH","WS0","20","08","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,34,NA,27,1,"Alnus_incana","QC","07","Alnus_incana_QC_07"
"ALNINC08_HF_01","ALNINC","8","HF","ALNINC08_HF","WS0","20","08","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,43,NA,34,1,"Alnus_incana","MA","08","Alnus_incana_MA_08"
"ALNINC08_HF_02","ALNINC","8","HF","ALNINC08_HF","WL0","20","12","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,42,NA,13,1,"Alnus_incana","MA","08","Alnus_incana_MA_08"
"ALNINC08_HF_03","ALNINC","8","HF","ALNINC08_HF","CL0","15","12","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,61,NA,29,1,"Alnus_incana","MA","08","Alnus_incana_MA_08"
"ALNINC08_HF_04","ALNINC","8","HF","ALNINC08_HF","CS0","15","08","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,47,1,"Alnus_incana","MA","08","Alnus_incana_MA_08"
"FAGGRA02_SH_01","FAGGRA","2","SH","FAGGRA02_SH","WL0","20","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,47,NA,42,1,"Fagus_grandifolia","QC","02","Fagus_grandifolia_QC_02"
"FAGGRA02_SH_02","FAGGRA","2","SH","FAGGRA02_SH","WS0","20","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,12,0,"Fagus_grandifolia","QC","02","Fagus_grandifolia_QC_02"
"FAGGRA02_SH_03","FAGGRA","2","SH","FAGGRA02_SH","CL0","15","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,54,NA,43,1,"Fagus_grandifolia","QC","02","Fagus_grandifolia_QC_02"
"FAGGRA02_SH_04","FAGGRA","2","SH","FAGGRA02_SH","CS0","15","08","chill0","FAG",NA,NA,"0","0","Missing","",1,-32,1,0,0,NA,NA,82,0,"Fagus_grandifolia","QC","02","Fagus_grandifolia_QC_02"
"FAGGRA02_SH_06","FAGGRA","2","SH","FAGGRA02_SH","CS1","15","08","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,44,0,"Fagus_grandifolia","QC","02","Fagus_grandifolia_QC_02"
"FAGGRA02_SH_07","FAGGRA","2","SH","FAGGRA02_SH","WL1","20","12","chill1","FAG",NA,NA,"1","1","","TS",36,3,3,1,1,31,NA,24,1,"Fagus_grandifolia","QC","02","Fagus_grandifolia_QC_02"
"FAGGRA02_SH_08","FAGGRA","2","SH","FAGGRA02_SH","WS2","20","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,50,0,"Fagus_grandifolia","QC","02","Fagus_grandifolia_QC_02"
"FAGGRA02_SH_09","FAGGRA","2","SH","FAGGRA02_SH","CS2","15","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,44,0,"Fagus_grandifolia","QC","02","Fagus_grandifolia_QC_02"
"FAGGRA02_SH_10","FAGGRA","2","SH","FAGGRA02_SH","CL1","15","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,37,0,"Fagus_grandifolia","QC","02","Fagus_grandifolia_QC_02"
"FAGGRA02_SH_11","FAGGRA","2","SH","FAGGRA02_SH","CL2","15","12","chill2","FAG",NA,NA,"1","1","","EB",36,3,3,1,1,43,NA,30,1,"Fagus_grandifolia","QC","02","Fagus_grandifolia_QC_02"
"FAGGRA02_SH_12","FAGGRA","2","SH","FAGGRA02_SH","WL2","20","12","chill2","FAG",NA,NA,"0","0","","EB",36,3,3,0,0,36,NA,27,1,"Fagus_grandifolia","QC","02","Fagus_grandifolia_QC_02"
"FAGGRA03_HF_01","FAGGRA","3","HF","FAGGRA03_HF","WL1","20","12","chill1","FAG",NA,NA,"1","1","","TS",36,3,3,1,1,45,NA,38,1,"Fagus_grandifolia","MA","03","Fagus_grandifolia_MA_03"
"FAGGRA03_HF_02","FAGGRA","3","HF","FAGGRA03_HF","WS2","20","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,NA,0,"Fagus_grandifolia","MA","03","Fagus_grandifolia_MA_03"
"FAGGRA03_HF_03","FAGGRA","3","HF","FAGGRA03_HF","CS0","15","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,82,0,"Fagus_grandifolia","MA","03","Fagus_grandifolia_MA_03"
"FAGGRA03_HF_04","FAGGRA","3","HF","FAGGRA03_HF","CL0","15","12","chill0","FAG",NA,NA,"0","0","Has extra quercus sp. In beaker","",1,-32,1,0,0,NA,NA,NA,0,"Fagus_grandifolia","MA","03","Fagus_grandifolia_MA_03"
"FAGGRA03_HF_06","FAGGRA","3","HF","FAGGRA03_HF","CS2","15","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,52,0,"Fagus_grandifolia","MA","03","Fagus_grandifolia_MA_03"
"FAGGRA03_HF_07","FAGGRA","3","HF","FAGGRA03_HF","CL1","15","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,51,NA,43,1,"Fagus_grandifolia","MA","03","Fagus_grandifolia_MA_03"
"FAGGRA03_HF_08","FAGGRA","3","HF","FAGGRA03_HF","WL0","20","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,NA,0,"Fagus_grandifolia","MA","03","Fagus_grandifolia_MA_03"
"FAGGRA03_HF_09","FAGGRA","3","HF","FAGGRA03_HF","CS1","15","08","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,NA,0,"Fagus_grandifolia","MA","03","Fagus_grandifolia_MA_03"
"FAGGRA03_HF_10","FAGGRA","3","HF","FAGGRA03_HF","CL2","15","12","chill2","FAG",NA,NA,"0","0","","EB",36,3,3,0,0,NA,NA,43,0,"Fagus_grandifolia","MA","03","Fagus_grandifolia_MA_03"
"FAGGRA03_HF_11","FAGGRA","3","HF","FAGGRA03_HF","WS0","20","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,NA,0,"Fagus_grandifolia","MA","03","Fagus_grandifolia_MA_03"
"FAGGRA03_HF_12","FAGGRA","3","HF","FAGGRA03_HF","WL2","20","12","chill2","FAG",NA,NA,"0","0","","EB",36,3,3,0,0,NA,NA,36,0,"Fagus_grandifolia","MA","03","Fagus_grandifolia_MA_03"
"FAGGRA04_SH_02","FAGGRA","4","SH","FAGGRA04_SH","WS0","20","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,29,NA,29,1,"Fagus_grandifolia","QC","04","Fagus_grandifolia_QC_04"
"FAGGRA04_SH_03","FAGGRA","4","SH","FAGGRA04_SH","WS2","20","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,56,0,"Fagus_grandifolia","QC","04","Fagus_grandifolia_QC_04"
"FAGGRA04_SH_04","FAGGRA","4","SH","FAGGRA04_SH","CS0","15","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,68,0,"Fagus_grandifolia","QC","04","Fagus_grandifolia_QC_04"
"FAGGRA04_SH_05","FAGGRA","4","SH","FAGGRA04_SH","CL0","15","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,61,NA,43,1,"Fagus_grandifolia","QC","04","Fagus_grandifolia_QC_04"
"FAGGRA04_SH_06","FAGGRA","4","SH","FAGGRA04_SH","CS1","15","08","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,NA,0,"Fagus_grandifolia","QC","04","Fagus_grandifolia_QC_04"
"FAGGRA04_SH_07","FAGGRA","4","SH","FAGGRA04_SH","WL2","20","12","chill2","FAG",NA,NA,"0","-","","EB",36,3,3,0,NA,NA,NA,27,0,"Fagus_grandifolia","QC","04","Fagus_grandifolia_QC_04"
"FAGGRA04_SH_08","FAGGRA","4","SH","FAGGRA04_SH","CL2","15","12","chill2","FAG",NA,NA,"0","-","","EB",36,3,3,0,NA,50,NA,30,1,"Fagus_grandifolia","QC","04","Fagus_grandifolia_QC_04"
"FAGGRA04_SH_09","FAGGRA","4","SH","FAGGRA04_SH","WL0","20","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,NA,0,"Fagus_grandifolia","QC","04","Fagus_grandifolia_QC_04"
"FAGGRA04_SH_10","FAGGRA","4","SH","FAGGRA04_SH","CL1","15","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,43,NA,37,1,"Fagus_grandifolia","QC","04","Fagus_grandifolia_QC_04"
"FAGGRA04_SH_11","FAGGRA","4","SH","FAGGRA04_SH","CS2","15","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,30,0,"Fagus_grandifolia","QC","04","Fagus_grandifolia_QC_04"
"FAGGRA04_SH_12","FAGGRA","4","SH","FAGGRA04_SH","WL1","20","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,45,NA,45,1,"Fagus_grandifolia","QC","04","Fagus_grandifolia_QC_04"
"FAGGRA05_SH_01","FAGGRA","5","SH","FAGGRA05_SH","CL0","15","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,61,NA,48,1,"Fagus_grandifolia","QC","05","Fagus_grandifolia_QC_05"
"FAGGRA05_SH_02","FAGGRA","5","SH","FAGGRA05_SH","CS2","15","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,44,0,"Fagus_grandifolia","QC","05","Fagus_grandifolia_QC_05"
"FAGGRA05_SH_03","FAGGRA","5","SH","FAGGRA05_SH","WL1","20","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,45,NA,45,1,"Fagus_grandifolia","QC","05","Fagus_grandifolia_QC_05"
"FAGGRA05_SH_04","FAGGRA","5","SH","FAGGRA05_SH","WS0","20","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,NA,0,"Fagus_grandifolia","QC","05","Fagus_grandifolia_QC_05"
"FAGGRA05_SH_05","FAGGRA","5","SH","FAGGRA05_SH","WL2","20","12","chill2","FAG",NA,NA,"0","0","","EB",36,3,3,0,0,NA,NA,14,0,"Fagus_grandifolia","QC","05","Fagus_grandifolia_QC_05"
"FAGGRA05_SH_06","FAGGRA","5","SH","FAGGRA05_SH","WS2","20","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,NA,0,"Fagus_grandifolia","QC","05","Fagus_grandifolia_QC_05"
"FAGGRA05_SH_07","FAGGRA","5","SH","FAGGRA05_SH","CS1","15","08","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,NA,0,"Fagus_grandifolia","QC","05","Fagus_grandifolia_QC_05"
"FAGGRA05_SH_08","FAGGRA","5","SH","FAGGRA05_SH","CL2","15","12","chill2","FAG",NA,NA,"0","0","","EB",36,3,3,0,0,NA,NA,43,0,"Fagus_grandifolia","QC","05","Fagus_grandifolia_QC_05"
"FAGGRA05_SH_10","FAGGRA","5","SH","FAGGRA05_SH","CS0","15","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,82,0,"Fagus_grandifolia","QC","05","Fagus_grandifolia_QC_05"
"FAGGRA05_SH_11","FAGGRA","5","SH","FAGGRA05_SH","CL1","15","12","chill1","FAG",NA,NA,"1","1","","TS",36,3,3,1,1,NA,NA,57,0,"Fagus_grandifolia","QC","05","Fagus_grandifolia_QC_05"
"FAGGRA05_SH_12","FAGGRA","5","SH","FAGGRA05_SH","WL0","20","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,47,0,"Fagus_grandifolia","QC","05","Fagus_grandifolia_QC_05"
"FAGGRA06_SH_01","FAGGRA","6","SH","FAGGRA06_SH","WS2","20","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,NA,0,"Fagus_grandifolia","QC","06","Fagus_grandifolia_QC_06"
"FAGGRA06_SH_02","FAGGRA","6","SH","FAGGRA06_SH","CS1","15","08","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,52,0,"Fagus_grandifolia","QC","06","Fagus_grandifolia_QC_06"
"FAGGRA06_SH_03","FAGGRA","6","SH","FAGGRA06_SH","WL2","20","12","chill2","FAG",NA,NA,"1","0","","EB",36,3,3,1,0,36,NA,27,1,"Fagus_grandifolia","QC","06","Fagus_grandifolia_QC_06"
"FAGGRA06_SH_04","FAGGRA","6","SH","FAGGRA06_SH","CL0","15","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,61,NA,54,1,"Fagus_grandifolia","QC","06","Fagus_grandifolia_QC_06"
"FAGGRA06_SH_05","FAGGRA","6","SH","FAGGRA06_SH","WL0","20","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,53,NA,39,1,"Fagus_grandifolia","QC","06","Fagus_grandifolia_QC_06"
"FAGGRA06_SH_06","FAGGRA","6","SH","FAGGRA06_SH","WS0","20","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,68,1,"Fagus_grandifolia","QC","06","Fagus_grandifolia_QC_06"
"FAGGRA06_SH_07","FAGGRA","6","SH","FAGGRA06_SH","CS2","15","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,52,0,"Fagus_grandifolia","QC","06","Fagus_grandifolia_QC_06"
"FAGGRA06_SH_09","FAGGRA","6","SH","FAGGRA06_SH","CL1","15","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,43,NA,37,1,"Fagus_grandifolia","QC","06","Fagus_grandifolia_QC_06"
"FAGGRA06_SH_10","FAGGRA","6","SH","FAGGRA06_SH","CS0","15","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,75,0,"Fagus_grandifolia","QC","06","Fagus_grandifolia_QC_06"
"FAGGRA06_SH_11","FAGGRA","6","SH","FAGGRA06_SH","CL2","15","12","chill2","FAG",NA,NA,"0","-","","EB",36,3,3,0,NA,43,NA,37,1,"Fagus_grandifolia","QC","06","Fagus_grandifolia_QC_06"
"FAGGRA06_SH_12","FAGGRA","6","SH","FAGGRA06_SH","WL1","20","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,38,0,"Fagus_grandifolia","QC","06","Fagus_grandifolia_QC_06"
"FAGGRA07_SH_01","FAGGRA","7","SH","FAGGRA07_SH","CL2","15","12","chill2","FAG",NA,NA,"0","0","","EB",36,3,3,0,0,43,NA,30,1,"Fagus_grandifolia","QC","07","Fagus_grandifolia_QC_07"
"FAGGRA07_SH_02","FAGGRA","7","SH","FAGGRA07_SH","WS0","20","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,NA,0,"Fagus_grandifolia","QC","07","Fagus_grandifolia_QC_07"
"FAGGRA07_SH_03","FAGGRA","7","SH","FAGGRA07_SH","CL1","15","12","chill1","FAG",NA,NA,"1","1","","TS",36,3,3,1,1,NA,NA,NA,0,"Fagus_grandifolia","QC","07","Fagus_grandifolia_QC_07"
"FAGGRA07_SH_04","FAGGRA","7","SH","FAGGRA07_SH","CS1","15","08","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,44,0,"Fagus_grandifolia","QC","07","Fagus_grandifolia_QC_07"
"FAGGRA07_SH_05","FAGGRA","7","SH","FAGGRA07_SH","WL1","20","12","chill1","FAG",NA,NA,"1","-","no lat","TS",36,3,3,1,NA,38,NA,31,1,"Fagus_grandifolia","QC","07","Fagus_grandifolia_QC_07"
"FAGGRA07_SH_07","FAGGRA","7","SH","FAGGRA07_SH","CS2","15","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,52,0,"Fagus_grandifolia","QC","07","Fagus_grandifolia_QC_07"
"FAGGRA07_SH_08","FAGGRA","7","SH","FAGGRA07_SH","WL2","20","12","chill2","FAG",NA,NA,"1","0","","EB",36,3,3,1,0,14,NA,14,1,"Fagus_grandifolia","QC","07","Fagus_grandifolia_QC_07"
"FAGGRA07_SH_09","FAGGRA","7","SH","FAGGRA07_SH","WL0","20","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,NA,0,"Fagus_grandifolia","QC","07","Fagus_grandifolia_QC_07"
"FAGGRA07_SH_10","FAGGRA","7","SH","FAGGRA07_SH","CL0","15","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,61,NA,29,1,"Fagus_grandifolia","QC","07","Fagus_grandifolia_QC_07"
"FAGGRA07_SH_11","FAGGRA","7","SH","FAGGRA07_SH","CS0","15","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,82,NA,75,1,"Fagus_grandifolia","QC","07","Fagus_grandifolia_QC_07"
"FAGGRA07_SH_12","FAGGRA","7","SH","FAGGRA07_SH","WS2","20","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,NA,0,"Fagus_grandifolia","QC","07","Fagus_grandifolia_QC_07"
"FAGGRA08_SH_01","FAGGRA","8","SH","FAGGRA08_SH","WL0","20","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,NA,0,"Fagus_grandifolia","QC","08","Fagus_grandifolia_QC_08"
"FAGGRA08_SH_03","FAGGRA","8","SH","FAGGRA08_SH","CS2","15","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,NA,0,"Fagus_grandifolia","QC","08","Fagus_grandifolia_QC_08"
"FAGGRA08_SH_04","FAGGRA","8","SH","FAGGRA08_SH","CS0","15","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,NA,0,"Fagus_grandifolia","QC","08","Fagus_grandifolia_QC_08"
"FAGGRA08_SH_05","FAGGRA","8","SH","FAGGRA08_SH","WS0","20","08","chill0","FAG",NA,NA,"0","0","Flask contains an extra Franig","",1,-32,1,0,0,NA,NA,NA,0,"Fagus_grandifolia","QC","08","Fagus_grandifolia_QC_08"
"FAGGRA08_SH_06","FAGGRA","8","SH","FAGGRA08_SH","CL1","15","12","chill1","FAG",NA,NA,"1","1","","TS",36,3,3,1,1,43,NA,37,1,"Fagus_grandifolia","QC","08","Fagus_grandifolia_QC_08"
"FAGGRA08_SH_07","FAGGRA","8","SH","FAGGRA08_SH","CL2","15","12","chill2","FAG",NA,NA,"0","0","","EB",36,3,3,0,0,43,NA,43,1,"Fagus_grandifolia","QC","08","Fagus_grandifolia_QC_08"
"FAGGRA08_SH_08","FAGGRA","8","SH","FAGGRA08_SH","WS2","20","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,NA,0,"Fagus_grandifolia","QC","08","Fagus_grandifolia_QC_08"
"FAGGRA08_SH_09","FAGGRA","8","SH","FAGGRA08_SH","CL0","15","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,61,0,"Fagus_grandifolia","QC","08","Fagus_grandifolia_QC_08"
"FAGGRA08_SH_10","FAGGRA","8","SH","FAGGRA08_SH","CS1","15","08","chill1","FAG",NA,NA,"1","1","","TS",36,3,3,1,1,NA,NA,NA,0,"Fagus_grandifolia","QC","08","Fagus_grandifolia_QC_08"
"FAGGRA08_SH_11","FAGGRA","8","SH","FAGGRA08_SH","WL1","20","12","chill1","FAG",NA,NA,"1","1","","TS",36,3,3,1,1,45,NA,38,1,"Fagus_grandifolia","QC","08","Fagus_grandifolia_QC_08"
"FAGGRA08_SH_12","FAGGRA","8","SH","FAGGRA08_SH","WL2","20","12","chill2","FAG",NA,NA,"1","1","","EB",36,3,3,1,1,36,NA,36,1,"Fagus_grandifolia","QC","08","Fagus_grandifolia_QC_08"
"FAGGRA09_HF_01","FAGGRA","9","HF","FAGGRA09_HF","WL0","20","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,53,NA,39,1,"Fagus_grandifolia","MA","09","Fagus_grandifolia_MA_09"
"FAGGRA09_HF_02","FAGGRA","9","HF","FAGGRA09_HF","CS0","15","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,0,0,75,NA,47,1,"Fagus_grandifolia","MA","09","Fagus_grandifolia_MA_09"
