"Quercus_rubra_MA_16","Quercus_rubra_MA_17","Quercus_rubra_MA_20","Quercus_rubra_MA_21","Quercus_rubra_MA_23","Viburnum_latanoides_MA_03","Viburnum_latanoides_MA_09","Viburnum_latanoides_MA_10","Viburnum_latanoides_MA_11","Viburnum_latanoides_MA_12","Acer_pensylvanicum_MA_01","Acer_pensylvanicum_MA_02","Acer_pensylvanicum_MA_03","Acer_pensylvanicum_MA_04","Acer_pensylvanicum_MA_11","Vaccinium_myrtilloides_MA_01","Vaccinium_myrtilloides_MA_02","Vaccinium_myrtilloides_MA_05","Vaccinium_myrtilloides_MA_07","Vaccinium_myrtilloides_MA_10","Alnus_incana_MA_02","Alnus_incana_MA_04","Alnus_incana_MA_05","Alnus_incana_MA_08","Alnus_incana_MA_09","Spiraea_alba_MA_02","Spiraea_alba_MA_03","Spiraea_alba_MA_04","Spiraea_alba_MA_06","Spiraea_alba_MA_08","Lonicera_canadensis_MA_01","Lonicera_canadensis_MA_04","Lonicera_canadensis_MA_05","Prunus_pensylvanica_MA_03","Prunus_pensylvanica_MA_04","Prunus_pensylvanica_MA_05","Prunus_pensylvanica_MA_07","Prunus_pensylvanica_MA_12","Fagus_grandifolia_MA_03","Fagus_grandifolia_MA_10","Fagus_grandifolia_MA_11","Fagus_grandifolia_MA_13","Fagus_grandifolia_MA_14","Populus_grandidentata_MA_02","Populus_grandidentata_MA_03","Populus_grandidentata_MA_05","Populus_grandidentata_MA_06","Populus_grandidentata_MA_07","Quercus_rubra_QC_04","Quercus_rubra_QC_05","Quercus_rubra_QC_06","Quercus_rubra_QC_07","Quercus_rubra_QC_08","Viburnum_latanoides_QC_02","Viburnum_latanoides_QC_04","Viburnum_latanoides_QC_05","Viburnum_latanoides_QC_06","Viburnum_latanoides_QC_07","Acer_pensylvanicum_QC_04","Acer_pensylvanicum_QC_06","Acer_pensylvanicum_QC_07","Acer_pensylvanicum_QC_08","Acer_pensylvanicum_QC_09","Vaccinium_myrtilloides_QC_02","Vaccinium_myrtilloides_QC_03","Vaccinium_myrtilloides_QC_04","Vaccinium_myrtilloides_QC_05","Vaccinium_myrtilloides_QC_08","Alnus_incana_QC_01","Alnus_incana_QC_04","Alnus_incana_QC_05","Alnus_incana_QC_06","Alnus_incana_QC_07","Spiraea_alba_QC_01","Spiraea_alba_QC_02","Spiraea_alba_QC_03","Spiraea_alba_QC_04","Spiraea_alba_QC_06","Lonicera_canadensis_QC_01","Lonicera_canadensis_QC_02","Lonicera_canadensis_QC_04","Prunus_pensylvanica_QC_02","Prunus_pensylvanica_QC_03","Prunus_pensylvanica_QC_04","Prunus_pensylvanica_QC_06","Prunus_pensylvanica_QC_09","Fagus_grandifolia_QC_02","Fagus_grandifolia_QC_04","Fagus_grandifolia_QC_05","Fagus_grandifolia_QC_06","Fagus_grandifolia_QC_07","Populus_grandidentata_QC_01","Populus_grandidentata_QC_04","Populus_grandidentata_QC_05","Populus_grandidentata_QC_06","Populus_grandidentata_QC_08"
"Quercus_rubra_MA_16",0,0.00373382011284434,0.00581103678929766,0.00315386348276639,0.00262829650748396,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.1418897452951,0.1418897452951,0.1418897452951,0.1418897452951,0.1418897452951,0.137169181812677,0.137169181812677,0.137169181812677,0.137169181812677,0.137169181812677,0.139756338600692,0.139756338600692,0.139756338600692,0.139756338600692,0.139756338600692,0.168400787280577,0.168400787280577,0.168400787280577,0.168400787280577,0.168400787280577,0.110704423177177,0.110704423177177,0.110704423177177,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.111356903762719,0.111356903762719,0.111356903762719,0.111356903762719,0.111356903762719,0.107259740740482,0.107259740740482,0.107259740740482,0.107259740740482,0.107259740740482,0.00279615626969124,0.00405381325730577,0.00330964325529543,0.00411361998558732,0.00380899293942772,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.1418897452951,0.1418897452951,0.1418897452951,0.1418897452951,0.1418897452951,0.137169181812677,0.137169181812677,0.137169181812677,0.137169181812677,0.137169181812677,0.139756338600692,0.139756338600692,0.139756338600692,0.139756338600692,0.139756338600692,0.168400787280577,0.168400787280577,0.168400787280577,0.168400787280577,0.168400787280577,0.110704423177177,0.110704423177177,0.110704423177177,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.111356903762719,0.111356903762719,0.111356903762719,0.111356903762719,0.111356903762719,0.107259740740482,0.107259740740482,0.107259740740482,0.107259740740482,0.107259740740482
"Quercus_rubra_MA_17",0.00373382011284434,0,0.00644590495449949,0.00338069154399178,0.00325321494182486,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.1418897452951,0.1418897452951,0.1418897452951,0.1418897452951,0.1418897452951,0.137169181812677,0.137169181812677,0.137169181812677,0.137169181812677,0.137169181812677,0.139756338600692,0.139756338600692,0.139756338600692,0.139756338600692,0.139756338600692,0.168400787280577,0.168400787280577,0.168400787280577,0.168400787280577,0.168400787280577,0.110704423177177,0.110704423177177,0.110704423177177,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.111356903762719,0.111356903762719,0.111356903762719,0.111356903762719,0.111356903762719,0.107259740740482,0.107259740740482,0.107259740740482,0.107259740740482,0.107259740740482,0.00397157190635452,0.00506346205779098,0.00399191996921893,0.00501311844077961,0.00431034482758621,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.1418897452951,0.1418897452951,0.1418897452951,0.1418897452951,0.1418897452951,0.137169181812677,0.137169181812677,0.137169181812677,0.137169181812677,0.137169181812677,0.139756338600692,0.139756338600692,0.139756338600692,0.139756338600692,0.139756338600692,0.168400787280577,0.168400787280577,0.168400787280577,0.168400787280577,0.168400787280577,0.110704423177177,0.110704423177177,0.110704423177177,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.111356903762719,0.111356903762719,0.111356903762719,0.111356903762719,0.111356903762719,0.107259740740482,0.107259740740482,0.107259740740482,0.107259740740482,0.107259740740482
"Quercus_rubra_MA_20",0.00581103678929766,0.00644590495449949,0,0.00543478260869565,0.00492125984251968,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.1418897452951,0.1418897452951,0.1418897452951,0.1418897452951,0.1418897452951,0.137169181812677,0.137169181812677,0.137169181812677,0.137169181812677,0.137169181812677,0.139756338600692,0.139756338600692,0.139756338600692,0.139756338600692,0.139756338600692,0.168400787280577,0.168400787280577,0.168400787280577,0.168400787280577,0.168400787280577,0.110704423177177,0.110704423177177,0.110704423177177,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.111356903762719,0.111356903762719,0.111356903762719,0.111356903762719,0.111356903762719,0.107259740740482,0.107259740740482,0.107259740740482,0.107259740740482,0.107259740740482,0.0055301296720061,0.00646997929606625,0.00523534104507379,0.00592513893429225,0.00577713111947963,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.1418897452951,0.1418897452951,0.1418897452951,0.1418897452951,0.1418897452951,0.137169181812677,0.137169181812677,0.137169181812677,0.137169181812677,0.137169181812677,0.139756338600692,0.139756338600692,0.139756338600692,0.139756338600692,0.139756338600692,0.168400787280577,0.168400787280577,0.168400787280577,0.168400787280577,0.168400787280577,0.110704423177177,0.110704423177177,0.110704423177177,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.111356903762719,0.111356903762719,0.111356903762719,0.111356903762719,0.111356903762719,0.107259740740482,0.107259740740482,0.107259740740482,0.107259740740482,0.107259740740482
"Quercus_rubra_MA_21",0.00315386348276639,0.00338069154399178,0.00543478260869565,0,0.00243432971014493,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.1418897452951,0.1418897452951,0.1418897452951,0.1418897452951,0.1418897452951,0.137169181812677,0.137169181812677,0.137169181812677,0.137169181812677,0.137169181812677,0.139756338600692,0.139756338600692,0.139756338600692,0.139756338600692,0.139756338600692,0.168400787280577,0.168400787280577,0.168400787280577,0.168400787280577,0.168400787280577,0.110704423177177,0.110704423177177,0.110704423177177,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.111356903762719,0.111356903762719,0.111356903762719,0.111356903762719,0.111356903762719,0.107259740740482,0.107259740740482,0.107259740740482,0.107259740740482,0.107259740740482,0.00239769820971867,0.00474883917264669,0.00378421900161031,0.00474529526281635,0.00475895471953143,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.1418897452951,0.1418897452951,0.1418897452951,0.1418897452951,0.1418897452951,0.137169181812677,0.137169181812677,0.137169181812677,0.137169181812677,0.137169181812677,0.139756338600692,0.139756338600692,0.139756338600692,0.139756338600692,0.139756338600692,0.168400787280577,0.168400787280577,0.168400787280577,0.168400787280577,0.168400787280577,0.110704423177177,0.110704423177177,0.110704423177177,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.111356903762719,0.111356903762719,0.111356903762719,0.111356903762719,0.111356903762719,0.107259740740482,0.107259740740482,0.107259740740482,0.107259740740482,0.107259740740482
"Quercus_rubra_MA_23",0.00262829650748396,0.00325321494182486,0.00492125984251968,0.00243432971014493,0,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.1418897452951,0.1418897452951,0.1418897452951,0.1418897452951,0.1418897452951,0.137169181812677,0.137169181812677,0.137169181812677,0.137169181812677,0.137169181812677,0.139756338600692,0.139756338600692,0.139756338600692,0.139756338600692,0.139756338600692,0.168400787280577,0.168400787280577,0.168400787280577,0.168400787280577,0.168400787280577,0.110704423177177,0.110704423177177,0.110704423177177,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.111356903762719,0.111356903762719,0.111356903762719,0.111356903762719,0.111356903762719,0.107259740740482,0.107259740740482,0.107259740740482,0.107259740740482,0.107259740740482,0.00283727621483376,0.00286716877781582,0.00307494279176201,0.00381025519848771,0.00293341822812443,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.1418897452951,0.1418897452951,0.1418897452951,0.1418897452951,0.1418897452951,0.137169181812677,0.137169181812677,0.137169181812677,0.137169181812677,0.137169181812677,0.139756338600692,0.139756338600692,0.139756338600692,0.139756338600692,0.139756338600692,0.168400787280577,0.168400787280577,0.168400787280577,0.168400787280577,0.168400787280577,0.110704423177177,0.110704423177177,0.110704423177177,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.0457169384790529,0.111356903762719,0.111356903762719,0.111356903762719,0.111356903762719,0.111356903762719,0.107259740740482,0.107259740740482,0.107259740740482,0.107259740740482,0.107259740740482
"Viburnum_latanoides_MA_03",0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0,0.00381582398845826,0.0108695652173913,0.00389613357301728,0.00385474555955105,0.152933204803854,0.152933204803854,0.152933204803854,0.152933204803854,0.152933204803854,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.162273290716353,0.162273290716353,0.162273290716353,0.162273290716353,0.162273290716353,0.12868676901941,0.12868676901941,0.12868676901941,0.12868676901941,0.12868676901941,0.142855654917524,0.142855654917524,0.142855654917524,0.14736781312072,0.14736781312072,0.14736781312072,0.14736781312072,0.14736781312072,0.143508135503067,0.143508135503067,0.143508135503067,0.143508135503067,0.143508135503067,0.139410972480829,0.139410972480829,0.139410972480829,0.139410972480829,0.139410972480829,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.00665051691221498,0.00498462889767238,0.00831854480922804,0.00589258114374034,0.00602133587506415,0.152933204803854,0.152933204803854,0.152933204803854,0.152933204803854,0.152933204803854,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.162273290716353,0.162273290716353,0.162273290716353,0.162273290716353,0.162273290716353,0.12868676901941,0.12868676901941,0.12868676901941,0.12868676901941,0.12868676901941,0.142855654917524,0.142855654917524,0.142855654917524,0.14736781312072,0.14736781312072,0.14736781312072,0.14736781312072,0.14736781312072,0.143508135503067,0.143508135503067,0.143508135503067,0.143508135503067,0.143508135503067,0.139410972480829,0.139410972480829,0.139410972480829,0.139410972480829,0.139410972480829
"Viburnum_latanoides_MA_09",0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.00381582398845826,0,0.00646997929606625,0.0034504643465407,0.00336277173913043,0.152933204803854,0.152933204803854,0.152933204803854,0.152933204803854,0.152933204803854,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.162273290716353,0.162273290716353,0.162273290716353,0.162273290716353,0.162273290716353,0.12868676901941,0.12868676901941,0.12868676901941,0.12868676901941,0.12868676901941,0.142855654917524,0.142855654917524,0.142855654917524,0.14736781312072,0.14736781312072,0.14736781312072,0.14736781312072,0.14736781312072,0.143508135503067,0.143508135503067,0.143508135503067,0.143508135503067,0.143508135503067,0.139410972480829,0.139410972480829,0.139410972480829,0.139410972480829,0.139410972480829,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.00646575853704049,0.00433844566389944,0.00705924510272336,0.00577390599675851,0.0059241030708422,0.152933204803854,0.152933204803854,0.152933204803854,0.152933204803854,0.152933204803854,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.162273290716353,0.162273290716353,0.162273290716353,0.162273290716353,0.162273290716353,0.12868676901941,0.12868676901941,0.12868676901941,0.12868676901941,0.12868676901941,0.142855654917524,0.142855654917524,0.142855654917524,0.14736781312072,0.14736781312072,0.14736781312072,0.14736781312072,0.14736781312072,0.143508135503067,0.143508135503067,0.143508135503067,0.143508135503067,0.143508135503067,0.139410972480829,0.139410972480829,0.139410972480829,0.139410972480829,0.139410972480829
"Viburnum_latanoides_MA_10",0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.0108695652173913,0.00646997929606625,0,0.00679347826086957,0.0111892583120205,0.152933204803854,0.152933204803854,0.152933204803854,0.152933204803854,0.152933204803854,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.162273290716353,0.162273290716353,0.162273290716353,0.162273290716353,0.162273290716353,0.12868676901941,0.12868676901941,0.12868676901941,0.12868676901941,0.12868676901941,0.142855654917524,0.142855654917524,0.142855654917524,0.14736781312072,0.14736781312072,0.14736781312072,0.14736781312072,0.14736781312072,0.143508135503067,0.143508135503067,0.143508135503067,0.143508135503067,0.143508135503067,0.139410972480829,0.139410972480829,0.139410972480829,0.139410972480829,0.139410972480829,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.00804347826086957,0.00398550724637681,0.0077639751552795,0.00988142292490119,0.00715102974828375,0.152933204803854,0.152933204803854,0.152933204803854,0.152933204803854,0.152933204803854,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.162273290716353,0.162273290716353,0.162273290716353,0.162273290716353,0.162273290716353,0.12868676901941,0.12868676901941,0.12868676901941,0.12868676901941,0.12868676901941,0.142855654917524,0.142855654917524,0.142855654917524,0.14736781312072,0.14736781312072,0.14736781312072,0.14736781312072,0.14736781312072,0.143508135503067,0.143508135503067,0.143508135503067,0.143508135503067,0.143508135503067,0.139410972480829,0.139410972480829,0.139410972480829,0.139410972480829,0.139410972480829
"Viburnum_latanoides_MA_11",0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.00389613357301728,0.0034504643465407,0.00679347826086957,0,0.00391055494329695,0.152933204803854,0.152933204803854,0.152933204803854,0.152933204803854,0.152933204803854,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.162273290716353,0.162273290716353,0.162273290716353,0.162273290716353,0.162273290716353,0.12868676901941,0.12868676901941,0.12868676901941,0.12868676901941,0.12868676901941,0.142855654917524,0.142855654917524,0.142855654917524,0.14736781312072,0.14736781312072,0.14736781312072,0.14736781312072,0.14736781312072,0.143508135503067,0.143508135503067,0.143508135503067,0.143508135503067,0.143508135503067,0.139410972480829,0.139410972480829,0.139410972480829,0.139410972480829,0.139410972480829,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.0058255186132424,0.00404589371980676,0.00742715564486664,0.00536573081172418,0.00530654119644816,0.152933204803854,0.152933204803854,0.152933204803854,0.152933204803854,0.152933204803854,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.162273290716353,0.162273290716353,0.162273290716353,0.162273290716353,0.162273290716353,0.12868676901941,0.12868676901941,0.12868676901941,0.12868676901941,0.12868676901941,0.142855654917524,0.142855654917524,0.142855654917524,0.14736781312072,0.14736781312072,0.14736781312072,0.14736781312072,0.14736781312072,0.143508135503067,0.143508135503067,0.143508135503067,0.143508135503067,0.143508135503067,0.139410972480829,0.139410972480829,0.139410972480829,0.139410972480829,0.139410972480829
"Viburnum_latanoides_MA_12",0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.00385474555955105,0.00336277173913043,0.0111892583120205,0.00391055494329695,0,0.152933204803854,0.152933204803854,0.152933204803854,0.152933204803854,0.152933204803854,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.162273290716353,0.162273290716353,0.162273290716353,0.162273290716353,0.162273290716353,0.12868676901941,0.12868676901941,0.12868676901941,0.12868676901941,0.12868676901941,0.142855654917524,0.142855654917524,0.142855654917524,0.14736781312072,0.14736781312072,0.14736781312072,0.14736781312072,0.14736781312072,0.143508135503067,0.143508135503067,0.143508135503067,0.143508135503067,0.143508135503067,0.139410972480829,0.139410972480829,0.139410972480829,0.139410972480829,0.139410972480829,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.143537826979479,0.0063440435613933,0.00457759893328254,0.00833839108364599,0.00611592923749952,0.00570373076766939,0.152933204803854,0.152933204803854,0.152933204803854,0.152933204803854,0.152933204803854,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.0616363094417144,0.162273290716353,0.162273290716353,0.162273290716353,0.162273290716353,0.162273290716353,0.12868676901941,0.12868676901941,0.12868676901941,0.12868676901941,0.12868676901941,0.142855654917524,0.142855654917524,0.142855654917524,0.14736781312072,0.14736781312072,0.14736781312072,0.14736781312072,0.14736781312072,0.143508135503067,0.143508135503067,0.143508135503067,0.143508135503067,0.143508135503067,0.139410972480829,0.139410972480829,0.139410972480829,0.139410972480829,0.139410972480829
